Date,Total Jobs 30d,GNP 90d,XLP 30d,Inflation 1yr,XLY 30d,XLU 30d,XLU next 30d
2/22/08,0.00085863,-0.00211939,-0.00816336,0.00935248,0.01252496,-0.04094380,-0.00339511
2/25/08,0.00085863,-0.00211939,-0.00591420,0.00940335,0.01106310,-0.03905747,-0.00018033
2/26/08,0.00085863,-0.00211939,-0.00381599,0.00940311,0.00911636,-0.03743286,0.00316478
2/27/08,0.00085863,-0.00211939,-0.00203433,0.00935129,0.00681381,-0.03620770,0.00677056
2/28/08,-0.00083835,-0.00211939,-0.00025434,0.00935105,0.00440635,-0.03487533,0.01035155
2/29/08,-0.00083835,-0.00211939,0.00116282,0.00935081,0.00164131,-0.03390240,0.01376952
3/3/08,-0.00083835,-0.00211939,0.00251660,0.00940167,-0.00112013,-0.03300363,0.01726806
3/4/08,-0.00083835,-0.00211939,0.00378529,0.00940143,-0.00377772,-0.03204629,0.02054105
3/5/08,-0.00083835,-0.00211939,0.00497052,0.00934961,-0.00617230,-0.03107231,0.02366554
3/6/08,-0.00083835,-0.00211939,0.00613537,0.00934938,-0.00844550,-0.02995843,0.02652144
3/7/08,-0.00083835,-0.00211939,0.00721774,0.00934914,-0.01045078,-0.02873797,0.02914018
3/10/08,-0.00083835,-0.00211939,0.00826873,0.00939999,-0.01228406,-0.02733776,0.03164755
3/11/08,-0.00083835,-0.00211939,0.00932964,0.00939975,-0.01370353,-0.02579220,0.03389932
3/12/08,-0.00083835,-0.00211939,0.01014807,0.00934794,-0.01510125,-0.02436334,0.03598935
3/13/08,-0.00083835,-0.00211939,0.01107784,0.00934770,-0.01607298,-0.02276920,0.03787955
3/14/08,-0.00083835,-0.00211939,0.01188900,0.00934747,-0.01671633,-0.02112134,0.03934930
3/17/08,-0.00083835,-0.00211939,0.01268818,0.00939830,-0.01712729,-0.01947775,0.04068516
3/18/08,-0.00083835,-0.00211939,0.01354082,0.00939806,-0.01683441,-0.01758493,0.04156628
3/19/08,-0.00083835,-0.00211939,0.01435143,0.00934627,-0.01653209,-0.01571479,0.04221884
3/20/08,-0.00083835,-0.00211939,0.01517330,0.00934603,-0.01586658,-0.01366552,0.04253041
3/24/08,-0.00083835,-0.00211939,0.01589800,0.00942240,-0.01487309,-0.01139069,0.04254550
3/25/08,-0.00083835,-0.00211939,0.01657942,0.00942216,-0.01389331,-0.00906352,0.04229580
3/26/08,-0.00083835,-0.00211939,0.01715614,0.00942192,-0.01253597,-0.00636045,0.04182267
3/27/08,-0.00083835,-0.00211939,0.01785574,0.00937013,-0.01084092,-0.00339511,0.04105289
3/28/08,-0.00079390,-0.00211939,0.01848270,0.00936989,-0.00881723,-0.00018033,0.04001606
3/31/08,-0.00079390,-0.00211939,0.01900606,0.00942072,-0.00667083,0.00316478,0.03879987
4/1/08,-0.00079390,0.00787769,0.01971651,0.00942048,-0.00382269,0.00677056,0.03767566
4/2/08,-0.00079390,0.00787769,0.02012306,0.00942023,-0.00127583,0.01035155,0.03631815
4/3/08,-0.00079390,0.00787769,0.02052917,0.00936846,0.00147611,0.01376952,0.03501141
4/4/08,-0.00079390,0.01001831,0.02087857,0.00936822,0.00415295,0.01726806,0.03374736
4/7/08,-0.00079390,0.01001831,0.02094446,0.00941903,0.00667269,0.02054105,0.03253045
4/8/08,-0.00079390,0.01001831,0.02097426,0.00941879,0.00902951,0.02366554,0.03133756
4/9/08,-0.00079390,0.01001831,0.02068957,0.00934126,0.01105306,0.02652144,0.03020893
4/10/08,-0.00079390,0.01001831,0.02047329,0.00934102,0.01316928,0.02914018,0.02915785
4/11/08,-0.00079390,0.01001831,0.02011108,0.00934079,0.01514637,0.03164755,0.02804804
4/14/08,-0.00079390,0.01001831,0.01965402,0.00939159,0.01712168,0.03389932,0.02702271
4/15/08,-0.00079390,0.01001831,0.01928993,0.00939135,0.01910505,0.03598935,0.02602921
4/16/08,-0.00079390,0.01001831,0.01867602,0.00933959,0.02102195,0.03787955,0.02510545
4/17/08,-0.00079390,0.01001831,0.01800860,0.00933936,0.02259841,0.03934930,0.02423820
4/18/08,-0.00079390,0.01001831,0.01713481,0.00933912,0.02424556,0.04068516,0.02336638
4/21/08,-0.00079390,0.01001831,0.01624931,0.00938991,0.02537539,0.04156628,0.02257927
4/22/08,-0.00079390,0.01001831,0.01526078,0.00938967,0.02651664,0.04221884,0.02181134
4/23/08,-0.00079390,0.01001831,0.01425424,0.00933793,0.02757461,0.04253041,0.02103543
4/24/08,-0.00079390,0.01001831,0.01334155,0.00933769,0.02858657,0.04254550,0.02026451
4/25/08,0.00000000,0.01001831,0.01230957,0.00933745,0.02949120,0.04229580,0.01958033
4/28/08,0.00000000,0.01001831,0.01150551,0.00938823,0.03026635,0.04182267,0.01880400
4/29/08,-0.00254601,0.01001831,0.01064097,0.00938800,0.03083784,0.04105289,0.01807681
4/30/08,-0.00254601,0.01001831,0.00969873,0.00933626,0.03076033,0.04001606,0.01726830
5/1/08,-0.00254601,0.01001831,0.00906422,0.00933602,0.03099783,0.03879987,0.01660518
5/2/08,-0.00254601,0.01001831,0.00832963,0.00933578,0.03063285,0.03767566,0.01590899
5/5/08,-0.00254601,0.01001831,0.00775280,0.00938656,0.03029930,0.03631815,0.01505095
5/6/08,-0.00254601,0.01001831,0.00729304,0.00938632,0.02977511,0.03501141,0.01429500
5/7/08,-0.00254601,0.01001831,0.00689570,0.00933459,0.02916149,0.03374736,0.01340021
5/8/08,-0.00254601,0.01001831,0.00669272,0.00933435,0.02859583,0.03253045,0.01242116
5/9/08,-0.00254601,0.01001831,0.00635159,0.00933412,0.02757105,0.03133756,0.01133488
5/12/08,-0.00254601,0.01001831,0.00634658,0.00938488,0.02672723,0.03020893,0.01016573
5/13/08,-0.00254601,0.01001831,0.00621086,0.00938464,0.02551543,0.02915785,0.00879731
5/14/08,-0.00254601,0.01001831,0.00601755,0.00933293,0.02387729,0.02804804,0.00740625
5/15/08,-0.00254601,0.01001831,0.00590501,0.00933269,0.02193362,0.02702271,0.00587495
5/16/08,-0.00254601,0.01001831,0.00557972,0.00933245,0.01956633,0.02602921,0.00424417
5/19/08,-0.00254601,0.01001831,0.00537461,0.00938321,0.01697471,0.02510545,0.00243141
5/20/08,-0.00254601,0.01001831,0.00496842,0.00938297,0.01415246,0.02423820,0.00064286
5/21/08,-0.00254601,0.01001831,0.00463355,0.00933126,0.01108894,0.02336638,-0.00134999
5/22/08,-0.00254601,0.01001831,0.00428559,0.00933102,0.00804706,0.02257927,-0.00328249
5/23/08,-0.00254601,0.01001831,0.00388532,0.00933078,0.00478121,0.02181134,-0.00539160
5/27/08,-0.00254601,0.01001831,0.00334588,0.00940703,0.00136628,0.02103543,-0.00743021
5/28/08,0.00000000,0.01001831,0.00265552,0.00940679,-0.00227610,0.02026451,-0.00947492
5/29/08,0.00000000,0.01001831,0.00199324,0.00932936,-0.00594359,0.01958033,-0.01171441
5/30/08,-0.00314678,0.01001831,0.00112595,0.00932912,-0.00984770,0.01880400,-0.01393932
6/2/08,-0.00314678,0.01001831,0.00002618,0.00937986,-0.01400011,0.01807681,-0.01630493
6/3/08,-0.00314678,0.01001831,-0.00107513,0.00937962,-0.01790846,0.01726830,-0.01874830
6/4/08,-0.00314678,0.01001831,-0.00242179,0.00932793,-0.02221097,0.01660518,-0.02122506
6/5/08,-0.00314678,0.01001831,-0.00378342,0.00932769,-0.02632132,0.01590899,-0.02390679
6/6/08,-0.00314678,0.01001831,-0.00540614,0.00932746,-0.03076355,0.01505095,-0.02655454
6/9/08,-0.00314678,0.01001831,-0.00698873,0.00937819,-0.03516003,0.01429500,-0.02937371
6/10/08,-0.00314678,0.01001831,-0.00864344,0.00937795,-0.03952345,0.01340021,-0.03219635
6/11/08,-0.00314678,0.01001831,-0.01053704,0.00932627,-0.04411662,0.01242116,-0.03501892
6/12/08,-0.00314678,0.01001831,-0.01232106,0.00932603,-0.04860433,0.01133488,-0.03778064
6/13/08,-0.00314678,0.01001831,-0.01417895,0.00932579,-0.05292042,0.01016573,-0.04044083
6/16/08,-0.00314678,0.01001831,-0.01610607,0.00937651,-0.05735007,0.00879731,-0.04291527
6/17/08,-0.00314678,0.01001831,-0.01790354,0.00937627,-0.06135873,0.00740625,-0.04522229
6/18/08,-0.00314678,0.01001831,-0.01966030,0.00932460,-0.06535521,0.00587495,-0.04731009
6/19/08,-0.00314678,0.01001831,-0.02109123,0.00932437,-0.06871425,0.00424417,-0.04933142
6/20/08,-0.00314678,0.01001831,-0.02257004,0.00932413,-0.07195277,0.00243141,-0.05098864
6/23/08,-0.00314678,0.01001831,-0.02381438,0.00937484,-0.07497861,0.00064286,-0.05248079
6/24/08,-0.00314678,0.01001831,-0.02496496,0.00937460,-0.07768941,-0.00134999,-0.05356860
6/25/08,-0.00314678,0.01001831,-0.02590004,0.00932294,-0.08021140,-0.00328249,-0.05460122
6/26/08,-0.00314678,0.01001831,-0.02675742,0.00932270,-0.08239556,-0.00539160,-0.05533168
6/27/08,-0.00215002,0.01001831,-0.02737304,0.00932247,-0.08437630,-0.00743021,-0.05586638
6/30/08,-0.00215002,0.01001831,-0.02773737,0.00937317,-0.08585962,-0.00947492,-0.05624939
7/1/08,-0.00215002,0.00318127,-0.02783836,0.00937293,-0.08703107,-0.01171441,-0.05631016
7/2/08,-0.00215002,0.00318127,-0.02766624,0.00932128,-0.08771352,-0.01393932,-0.05612398
7/3/08,-0.00215002,0.00318127,-0.02712963,0.00932104,-0.08766398,-0.01630493,-0.05562692
7/7/08,-0.00215002,0.00318127,-0.02633613,0.00937150,-0.08738406,-0.01874830,-0.05507966
7/8/08,-0.00215002,0.00318127,-0.02527552,0.00937126,-0.08635938,-0.02122506,-0.05417988
7/9/08,-0.00215002,0.00318127,-0.02400418,0.00931962,-0.08490793,-0.02390679,-0.05305866
7/10/08,-0.00215002,0.00318127,-0.02245489,0.00931938,-0.08277344,-0.02655454,-0.05176458
7/11/08,-0.00215002,0.00318127,-0.02063644,0.00931914,-0.08006973,-0.02937371,-0.05026584
7/14/08,-0.00215002,0.00318127,-0.01866570,0.00936983,-0.07670576,-0.03219635,-0.04862921
7/15/08,-0.00215002,0.00318127,-0.01638872,0.00936959,-0.07268451,-0.03501892,-0.04704006
7/16/08,-0.00215002,0.00318127,-0.01378646,0.00931796,-0.06778679,-0.03778064,-0.04532746
7/17/08,-0.00215002,0.00318127,-0.01106073,0.00931772,-0.06268057,-0.04044083,-0.04368042
7/18/08,-0.00215002,0.00318127,-0.00818682,0.00931748,-0.05688677,-0.04291527,-0.04223768
7/21/08,-0.00215002,0.00318127,-0.00517499,0.00936816,-0.05101999,-0.04522229,-0.04087447
7/22/08,-0.00215002,0.00318127,-0.00199786,0.00936792,-0.04462850,-0.04731009,-0.03975861
7/23/08,-0.00215002,0.00318127,0.00109610,0.00931630,-0.03817747,-0.04933142,-0.03878979
7/24/08,-0.00215002,0.00318127,0.00415895,0.00931606,-0.03181735,-0.05098864,-0.03815473
7/25/08,-0.00215002,0.00318127,0.00731193,0.00931582,-0.02508114,-0.05248079,-0.03801033
7/28/08,0.00000000,0.00318127,0.01051521,0.00936649,-0.01832701,-0.05356860,-0.03809838
7/29/08,0.00000000,0.00318127,0.01363266,0.00936625,-0.01119899,-0.05460122,-0.03851595
7/30/08,-0.00296603,0.00318127,0.01668329,0.00931464,-0.00423868,-0.05533168,-0.03925815
7/31/08,-0.00296603,0.00318127,0.01958932,0.00931440,0.00293725,-0.05586638,-0.04029877
8/1/08,-0.00296603,0.00318127,0.02231809,0.00931416,0.00993080,-0.05624939,-0.04180525
8/4/08,-0.00296603,0.00318127,0.02480503,0.00936482,0.01658706,-0.05631016,-0.04370244
8/5/08,-0.00296603,0.00318127,0.02713010,0.00936458,0.02329588,-0.05612398,-0.04580262
8/6/08,-0.00296603,0.00318127,0.02934170,0.00931298,0.02959072,-0.05562692,-0.04871526
8/7/08,-0.00296603,0.00318127,0.03104677,0.00931274,0.03531947,-0.05507966,-0.05181770
8/8/08,-0.00296603,0.00318127,0.03278466,0.00931250,0.04074661,-0.05417988,-0.05510666
8/11/08,-0.00296603,0.00318127,0.03420095,0.00936315,0.04554323,-0.05305866,-0.05903728
8/12/08,-0.00296603,0.00318127,0.03542116,0.00936292,0.04953054,-0.05176458,-0.06353007
8/13/08,-0.00296603,0.00318127,0.03626640,0.00931132,0.05267247,-0.05026584,-0.06797646
8/14/08,-0.00296603,0.00318127,0.03668573,0.00931108,0.05493718,-0.04862921,-0.07293271
8/15/08,-0.00296603,0.00318127,0.03695040,0.00931085,0.05651310,-0.04704006,-0.07760451
8/18/08,-0.00296603,0.00318127,0.03683767,0.00936149,0.05731762,-0.04532746,-0.08263152
8/19/08,-0.00296603,0.00318127,0.03629824,0.00936125,0.05754171,-0.04368042,-0.08783755
8/20/08,-0.00296603,0.00318127,0.03549490,0.00930966,0.05700152,-0.04223768,-0.09283916
8/21/08,-0.00296603,0.00318127,0.03440030,0.00930942,0.05632553,-0.04087447,-0.09818335
8/22/08,-0.00296603,0.00318127,0.03324908,0.00930919,0.05535854,-0.03975861,-0.10357713
8/25/08,-0.00296603,0.00318127,0.03174560,0.00935982,0.05382836,-0.03878979,-0.10855045
8/26/08,-0.00296603,0.00318127,0.03017134,0.00935958,0.05221452,-0.03815473,-0.11396397
8/27/08,0.00000000,0.00318127,0.02829227,0.00930800,0.04970623,-0.03801033,-0.11865970
8/28/08,0.00000000,0.00318127,0.02640499,0.00930777,0.04735882,-0.03809838,-0.12339228
8/29/08,-0.00368374,0.00318127,0.02436824,0.00930753,0.04401773,-0.03851595,-0.12788067
9/2/08,-0.00368374,0.00318127,0.02224758,0.00938358,0.04026408,-0.03925815,-0.13187881
9/3/08,-0.00368374,0.00318127,0.02000441,0.00938334,0.03599420,-0.04029877,-0.13583877
9/4/08,-0.00368374,0.00318127,0.01760947,0.00930611,0.03097173,-0.04180525,-0.13927563
9/5/08,-0.00368374,0.00318127,0.01503447,0.00930587,0.02549039,-0.04370244,-0.14176816
9/8/08,-0.00368374,0.00318127,0.01241761,0.00935649,0.01968319,-0.04580262,-0.14405155
9/9/08,-0.00368374,0.00318127,0.00908401,0.00935625,0.01270420,-0.04871526,-0.14555319
9/10/08,-0.00368374,0.00318127,0.00576875,0.00930469,0.00573675,-0.05181770,-0.14610745
9/11/08,-0.00368374,0.00318127,0.00226207,0.00930445,-0.00167665,-0.05510666,-0.14582546
9/12/08,-0.00368374,0.00318127,-0.00170602,0.00930422,-0.00950259,-0.05903728,-0.14531213
9/15/08,-0.00368374,0.00318127,-0.00589324,0.00935482,-0.01783596,-0.06353007,-0.14354277
9/16/08,-0.00368374,0.00318127,-0.01004653,0.00935459,-0.02582113,-0.06797646,-0.14166999
9/17/08,-0.00368374,0.00318127,-0.01425491,0.00930304,-0.03418730,-0.07293271,-0.13885795
9/18/08,-0.00368374,0.00318127,-0.01845915,0.00930280,-0.04253611,-0.07760451,-0.13605192
9/19/08,-0.00368374,0.00318127,-0.02282746,0.00930256,-0.05114666,-0.08263152,-0.13251086
9/22/08,-0.00368374,0.00318127,-0.02725282,0.00935316,-0.06036142,-0.08783755,-0.12829891
9/23/08,-0.00368374,0.00318127,-0.03171471,0.00935292,-0.06952677,-0.09283916,-0.12351789
9/24/08,-0.00368374,0.00318127,-0.03627899,0.00930138,-0.07920626,-0.09818335,-0.11824360
9/25/08,-0.00368374,0.00318127,-0.04113937,0.00930114,-0.08937116,-0.10357713,-0.11164303
9/26/08,-0.00368374,0.00318127,-0.04583596,0.00930091,-0.09933136,-0.10855045,-0.10557372
9/29/08,-0.00303397,0.00318127,-0.05107866,0.00935149,-0.11011604,-0.11396397,-0.09824209
9/30/08,-0.00303397,0.00318127,-0.05608238,0.00935126,-0.12024283,-0.11865970,-0.09107299
10/1/08,-0.00303397,-0.02487021,-0.06142209,0.00929973,-0.13053423,-0.12339228,-0.08377517
10/2/08,-0.00303397,-0.02487021,-0.06677572,0.00929949,-0.14068495,-0.12788067,-0.07601523
10/3/08,-0.00303397,-0.02487021,-0.07218725,0.00929925,-0.15011908,-0.13187881,-0.06839537
10/6/08,-0.00303397,-0.02487021,-0.07755153,0.00934983,-0.15936681,-0.13583877,-0.06097753
10/7/08,-0.00303397,-0.02487021,-0.08277279,0.00934959,-0.16799365,-0.13927563,-0.05315137
10/8/08,-0.00303397,-0.02487021,-0.08724702,0.00929807,-0.17543839,-0.14176816,-0.04626666
10/9/08,-0.00303397,-0.02487021,-0.09159897,0.00929784,-0.18266103,-0.14405155,-0.03954618
10/10/08,-0.00303397,-0.02487021,-0.09531076,0.00929760,-0.18875248,-0.14555319,-0.03336873
10/13/08,-0.00303397,-0.02487021,-0.09824733,0.00934817,-0.19416504,-0.14610745,-0.02712753
10/14/08,-0.00303397,-0.02487021,-0.10072054,0.00934793,-0.19849910,-0.14582546,-0.02242313
10/15/08,-0.00303397,-0.02487021,-0.10288739,0.00929642,-0.20277659,-0.14531213,-0.01759382
10/16/08,-0.00303397,-0.02487021,-0.10433498,0.00929618,-0.20571779,-0.14354277,-0.01349856
10/17/08,-0.00303397,-0.02487021,-0.10543573,0.00929595,-0.20837939,-0.14166999,-0.00918245
10/20/08,-0.00303397,-0.02487021,-0.10624286,0.00934651,-0.21044249,-0.13885795,-0.00570326
10/21/08,-0.00303397,-0.02487021,-0.10674227,0.00934627,-0.21192953,-0.13605192,-0.00203026
10/22/08,-0.00303397,-0.02487021,-0.10679989,0.00929477,-0.21283615,-0.13251086,0.00095789
10/23/08,-0.00303397,-0.02487021,-0.10634412,0.00929453,-0.21253390,-0.12829891,0.00334509
10/24/08,-0.00303397,-0.02487021,-0.10537172,0.00929429,-0.21154577,-0.12351789,0.00477447
10/27/08,0.00000000,-0.02487021,-0.10391020,0.00934485,-0.20947544,-0.11824360,0.00632790
10/28/08,0.00000000,-0.02487021,-0.10142106,0.00934461,-0.20603513,-0.11164303,0.00657493
10/29/08,0.00000000,-0.02487021,-0.09919933,0.00929311,-0.20260273,-0.10557372,0.00732916
10/30/08,-0.00442567,-0.02487021,-0.09583607,0.00929288,-0.19777680,-0.09824209,0.00764288
10/31/08,-0.00442567,-0.02487021,-0.09233615,0.00929264,-0.19250506,-0.09107299,0.00783673
11/3/08,-0.00442567,-0.02487021,-0.08845942,0.00934318,-0.18721653,-0.08377517,0.00820427
11/4/08,-0.00442567,-0.02487021,-0.08406912,0.00934295,-0.18110071,-0.07601523,0.00842773
11/5/08,-0.00442567,-0.02487021,-0.07948530,0.00929146,-0.17501528,-0.06839537,0.00834824
11/6/08,-0.00442567,-0.02487021,-0.07494113,0.00929123,-0.16887897,-0.06097753,0.00862893
11/7/08,-0.00442567,-0.02487021,-0.07005167,0.00929099,-0.16208276,-0.05315137,0.00849544
11/10/08,-0.00442567,-0.02487021,-0.06574715,0.00934152,-0.15593893,-0.04626666,0.00867742
11/11/08,-0.00442567,-0.02487021,-0.06151657,0.00934129,-0.14936255,-0.03954618,0.00856783
11/12/08,-0.00442567,-0.02487021,-0.05749188,0.00928981,-0.14292373,-0.03336873,0.00896745
11/13/08,-0.00442567,-0.02487021,-0.05351804,0.00928958,-0.13572376,-0.02712753,0.00882027
11/14/08,-0.00442567,-0.02487021,-0.05021123,0.00928934,-0.12923522,-0.02242313,0.00908100
11/17/08,-0.00442567,-0.02487021,-0.04679731,0.00933986,-0.12203741,-0.01759382,0.00942817
11/18/08,-0.00442567,-0.02487021,-0.04346099,0.00933963,-0.11440226,-0.01349856,0.00980637
11/19/08,-0.00442567,-0.02487021,-0.04009543,0.00928816,-0.10635334,-0.00918245,0.00977913
11/20/08,-0.00442567,-0.02487021,-0.03693186,0.00928793,-0.09775273,-0.00570326,0.01017264
11/21/08,-0.00442567,-0.02487021,-0.03353842,0.00928769,-0.08880779,-0.00203026,0.01046835
11/24/08,-0.00442567,-0.02487021,-0.03043560,0.00931259,-0.07946315,0.00095789,0.01098671
11/25/08,-0.00442567,-0.02487021,-0.02773769,0.00926114,-0.07078215,0.00334509,0.01178114
11/26/08,-0.00442567,-0.02487021,-0.02542294,0.00926090,-0.06221033,0.00477447,0.01294152
11/28/08,-0.00514338,-0.02487021,-0.02298853,0.00928604,-0.05354632,0.00632790,0.01372350
12/1/08,-0.00514338,-0.02487021,-0.02143219,0.00933655,-0.04564746,0.00657493,0.01475427
12/2/08,-0.00514338,-0.02487021,-0.01945870,0.00933631,-0.03717245,0.00732916,0.01543224
12/3/08,-0.00514338,-0.02487021,-0.01766540,0.00928486,-0.02834826,0.00764288,0.01584542
12/4/08,-0.00514338,-0.02487021,-0.01609154,0.00928463,-0.01985909,0.00783673,0.01606260
12/5/08,-0.00514338,-0.02487021,-0.01433577,0.00928439,-0.01071812,0.00820427,0.01615477
12/8/08,-0.00514338,-0.02487021,-0.01287955,0.00933489,-0.00182104,0.00842773,0.01600465
12/9/08,-0.00514338,-0.02487021,-0.01159213,0.00933465,0.00655086,0.00834824,0.01595219
12/10/08,-0.00514338,-0.02487021,-0.00998810,0.00928321,0.01537590,0.00862893,0.01556764
12/11/08,-0.00514338,-0.02487021,-0.00861504,0.00928298,0.02318011,0.00849544,0.01527122
12/12/08,-0.00514338,-0.02487021,-0.00696347,0.00928274,0.03112237,0.00867742,0.01489611
12/15/08,-0.00514338,-0.02487021,-0.00539837,0.00933323,0.03812523,0.00856783,0.01434374
12/16/08,-0.00514338,-0.02487021,-0.00367723,0.00933300,0.04469505,0.00896745,0.01353084
12/17/08,-0.00514338,-0.02487021,-0.00230919,0.00928157,0.05018534,0.00882027,0.01267115
12/18/08,-0.00514338,-0.02487021,-0.00083072,0.00928133,0.05468850,0.00908100,0.01141455
12/19/08,-0.00514338,-0.02487021,0.00045927,0.00928110,0.05848329,0.00942817,0.00990029
12/22/08,-0.00514338,-0.02487021,0.00160332,0.00933158,0.06088122,0.00980637,0.00787298
12/23/08,-0.00514338,-0.02487021,0.00217261,0.00933134,0.06198903,0.00977913,0.00558929
12/24/08,-0.00514338,-0.02487021,0.00283217,0.00927992,0.06218659,0.01017264,0.00266038
12/26/08,-0.00514338,-0.02487021,0.00318693,0.00927945,0.06143414,0.01046835,-0.00076416
12/29/08,0.00000000,-0.02487021,0.00319778,0.00932992,0.05973270,0.01098671,-0.00480692
12/30/08,-0.00499388,-0.02487021,0.00335236,0.00932968,0.05778111,0.01178114,-0.00924429
12/31/08,-0.00499388,-0.02487021,0.00346972,0.00927827,0.05529179,0.01294152,-0.01428362
1/2/09,-0.00499388,-0.01081800,0.00287922,0.00927780,0.05161005,0.01372350,-0.01944979
1/5/09,-0.00499388,-0.01081800,0.00223498,0.00932826,0.04710685,0.01475427,-0.02510050
1/6/09,-0.00499388,-0.01081800,0.00119595,0.00932803,0.04197852,0.01543224,-0.03099647
1/7/09,-0.00499388,-0.01081800,-0.00035157,0.00927663,0.03550652,0.01584542,-0.03719886
1/8/09,-0.00499388,-0.01081800,-0.00198751,0.00927639,0.02864279,0.01606260,-0.04347913
1/9/09,-0.00499388,-0.01081800,-0.00390349,0.00927616,0.02144675,0.01615477,-0.05000393
1/12/09,-0.00499388,-0.01081800,-0.00592856,0.00932661,0.01385814,0.01600465,-0.05642648
1/13/09,-0.00499388,-0.01081800,-0.00803692,0.00932637,0.00668563,0.01595219,-0.06308755
1/14/09,-0.00499388,-0.01081800,-0.01040743,0.00927498,-0.00100043,0.01556764,-0.06959243
1/15/09,-0.00499388,-0.01081800,-0.01286109,0.00927475,-0.00821528,0.01527122,-0.07566806
1/16/09,-0.00499388,-0.01081800,-0.01536675,0.00927451,-0.01539852,0.01489611,-0.08178321
1/20/09,-0.00499388,-0.01081800,-0.01804932,0.00935029,-0.02238100,0.01434374,-0.08756078
1/21/09,-0.00499388,-0.01081800,-0.02084806,0.00935006,-0.02890088,0.01353084,-0.09279539
1/22/09,-0.00499388,-0.01081800,-0.02349568,0.00927310,-0.03510816,0.01267115,-0.09788907
1/23/09,-0.00499388,-0.01081800,-0.02641361,0.00927287,-0.04100618,0.01141455,-0.10244390
1/26/09,-0.00499388,-0.01081800,-0.02922569,0.00932330,-0.04661204,0.00990029,-0.10638611
1/27/09,-0.00499388,-0.01081800,-0.03227327,0.00932306,-0.05205926,0.00787298,-0.10957499
1/28/09,-0.00499388,-0.01081800,-0.03525491,0.00927169,-0.05705338,0.00558929,-0.11201341
1/29/09,0.00000000,-0.01081800,-0.03827443,0.00927146,-0.06210653,0.00266038,-0.11338006
1/30/09,-0.00629945,-0.01081800,-0.04148740,0.00927122,-0.06686725,-0.00076416,-0.11397979
2/2/09,-0.00629945,-0.01081800,-0.04467106,0.00932165,-0.07171291,-0.00480692,-0.11342760
2/3/09,-0.00629945,-0.01081800,-0.04763718,0.00932141,-0.07604361,-0.00924429,-0.11194293
2/4/09,-0.00629945,-0.01081800,-0.05074143,0.00927005,-0.08033737,-0.01428362,-0.10931090
2/5/09,-0.00629945,-0.01081800,-0.05345418,0.00926981,-0.08395873,-0.01944979,-0.10571532
2/6/09,-0.00629945,-0.01081800,-0.05608827,0.00926958,-0.08709211,-0.02510050,-0.10107725
2/9/09,-0.00629945,-0.01081800,-0.05844356,0.00932000,-0.08977129,-0.03099647,-0.09553510
2/10/09,-0.00629945,-0.01081800,-0.06076227,0.00931976,-0.09210004,-0.03719886,-0.08903789
2/11/09,-0.00629945,-0.01081800,-0.06284760,0.00926840,-0.09404924,-0.04347913,-0.08196918
2/12/09,-0.00629945,-0.01081800,-0.06474870,0.00926817,-0.09560133,-0.05000393,-0.07423388
2/13/09,-0.00629945,-0.01081800,-0.06657703,0.00926793,-0.09681262,-0.05642648,-0.06616731
2/17/09,-0.00629945,-0.01081800,-0.06826191,0.00934367,-0.09807962,-0.06308755,-0.05800579
2/18/09,-0.00629945,-0.01081800,-0.06978623,0.00934343,-0.09866711,-0.06959243,-0.04938605
2/19/09,-0.00629945,-0.01081800,-0.07083833,0.00926653,-0.09868489,-0.07566806,-0.04108807
2/20/09,-0.00629945,-0.01081800,-0.07194929,0.00926629,-0.09853353,-0.08178321,-0.03283329
2/23/09,-0.00629945,-0.01081800,-0.07277558,0.00931669,-0.09783719,-0.08756078,-0.02446780
2/24/09,-0.00629945,-0.01081800,-0.07312083,0.00931646,-0.09649495,-0.09279539,-0.01628192
2/25/09,-0.00629945,-0.01081800,-0.07336731,0.00926512,-0.09511809,-0.09788907,-0.00829936
2/26/09,-0.00629945,-0.01081800,-0.07320586,0.00926489,-0.09315097,-0.10244390,-0.00027470
2/27/09,-0.01384172,-0.01081800,-0.07255815,0.00926465,-0.09047884,-0.10638611,0.00729212
3/2/09,-0.00759008,-0.01081800,-0.07139871,0.00931504,-0.08698622,-0.10957499,0.01428423
3/3/09,-0.00759008,-0.01081800,-0.06961261,0.00931481,-0.08264329,-0.11201341,0.02078828
3/4/09,-0.00759008,-0.01081800,-0.06735151,0.00926348,-0.07728885,-0.11338006,0.02647464
3/5/09,-0.00759008,-0.01081800,-0.06455592,0.00926324,-0.07128980,-0.11397979,0.03146987
3/6/09,-0.00759008,-0.01081800,-0.06115327,0.00926301,-0.06411946,-0.11342760,0.03552378
3/9/09,-0.00759008,-0.01081800,-0.05744085,0.00931339,-0.05622709,-0.11194293,0.03879470
3/10/09,-0.00759008,-0.01081800,-0.05307020,0.00931316,-0.04728828,-0.10931090,0.04099012
3/11/09,-0.00759008,-0.01081800,-0.04848436,0.00926184,-0.03779466,-0.10571532,0.04241951
3/12/09,-0.00759008,-0.01081800,-0.04334484,0.00926160,-0.02764381,-0.10107725,0.04286748
3/13/09,-0.00759008,-0.01081800,-0.03811933,0.00926137,-0.01683473,-0.09553510,0.04279543
3/16/09,-0.00759008,-0.01081800,-0.03250053,0.00931174,-0.00554872,-0.08903789,0.04215532
