Date,Inflation 1yr,Total Jobs 30d,GNP 90d,XLP 30d,XLY 30d,XLV 30d,XLV next 30d
5/13/08,0.00938464,-0.00254601,0.01001831,0.00621086,0.02551543,0.00387916,-0.02010352
5/14/08,0.00933293,-0.00254601,0.01001831,0.00601755,0.02387729,0.00345249,-0.02072324
5/15/08,0.00933269,-0.00254601,0.01001831,0.00590501,0.02193362,0.00284553,-0.02121742
5/16/08,0.00933245,-0.00254601,0.01001831,0.00557972,0.01956633,0.00225587,-0.02129770
5/19/08,0.00938321,-0.00254601,0.01001831,0.00537461,0.01697471,0.00155886,-0.02130894
5/20/08,0.00938297,-0.00254601,0.01001831,0.00496842,0.01415246,0.00084577,-0.02098028
5/21/08,0.00933126,-0.00254601,0.01001831,0.00463355,0.01108894,-0.00002475,-0.02038570
5/22/08,0.00933102,-0.00254601,0.01001831,0.00428559,0.00804706,-0.00088156,-0.01959896
5/23/08,0.00933078,-0.00254601,0.01001831,0.00388532,0.00478121,-0.00189549,-0.01857734
5/27/08,0.00940703,-0.00254601,0.01001831,0.00334588,0.00136628,-0.00296647,-0.01731996
5/28/08,0.00940679,0.00000000,0.01001831,0.00265552,-0.00227610,-0.00415160,-0.01574635
5/29/08,0.00932936,0.00000000,0.01001831,0.00199324,-0.00594359,-0.00524924,-0.01400968
5/30/08,0.00932912,-0.00314678,0.01001831,0.00112595,-0.00984770,-0.00654467,-0.01206542
6/2/08,0.00937986,-0.00314678,0.01001831,0.00002618,-0.01400011,-0.00796882,-0.00957186
6/3/08,0.00937962,-0.00314678,0.01001831,-0.00107513,-0.01790846,-0.00925612,-0.00708089
6/4/08,0.00932793,-0.00314678,0.01001831,-0.00242179,-0.02221097,-0.01078900,-0.00411325
6/5/08,0.00932769,-0.00314678,0.01001831,-0.00378342,-0.02632132,-0.01212245,-0.00112397
6/6/08,0.00932746,-0.00314678,0.01001831,-0.00540614,-0.03076355,-0.01360413,0.00215011
6/9/08,0.00937819,-0.00314678,0.01001831,-0.00698873,-0.03516003,-0.01490669,0.00538528
6/10/08,0.00937795,-0.00314678,0.01001831,-0.00864344,-0.03952345,-0.01624151,0.00876369
6/11/08,0.00932627,-0.00314678,0.01001831,-0.01053704,-0.04411662,-0.01740472,0.01209164
6/12/08,0.00932603,-0.00314678,0.01001831,-0.01232106,-0.04860433,-0.01844484,0.01547464
6/13/08,0.00932579,-0.00314678,0.01001831,-0.01417895,-0.05292042,-0.01936830,0.01878706
6/16/08,0.00937651,-0.00314678,0.01001831,-0.01610607,-0.05735007,-0.02010352,0.02207035
6/17/08,0.00937627,-0.00314678,0.01001831,-0.01790354,-0.06135873,-0.02072324,0.02515320
6/18/08,0.00932460,-0.00314678,0.01001831,-0.01966030,-0.06535521,-0.02121742,0.02833793
6/19/08,0.00932437,-0.00314678,0.01001831,-0.02109123,-0.06871425,-0.02129770,0.03123711
6/20/08,0.00932413,-0.00314678,0.01001831,-0.02257004,-0.07195277,-0.02130894,0.03388893
6/23/08,0.00937484,-0.00314678,0.01001831,-0.02381438,-0.07497861,-0.02098028,0.03648313
6/24/08,0.00937460,-0.00314678,0.01001831,-0.02496496,-0.07768941,-0.02038570,0.03878155
6/25/08,0.00932294,-0.00314678,0.01001831,-0.02590004,-0.08021140,-0.01959896,0.04091736
6/26/08,0.00932270,-0.00314678,0.01001831,-0.02675742,-0.08239556,-0.01857734,0.04280916
6/27/08,0.00932247,-0.00215002,0.01001831,-0.02737304,-0.08437630,-0.01731996,0.04458103
6/30/08,0.00937317,-0.00215002,0.01001831,-0.02773737,-0.08585962,-0.01574635,0.04603632
7/1/08,0.00937293,-0.00215002,0.00318127,-0.02783836,-0.08703107,-0.01400968,0.04706438
7/2/08,0.00932128,-0.00215002,0.00318127,-0.02766624,-0.08771352,-0.01206542,0.04794946
7/3/08,0.00932104,-0.00215002,0.00318127,-0.02712963,-0.08766398,-0.00957186,0.04830888
7/7/08,0.00937150,-0.00215002,0.00318127,-0.02633613,-0.08738406,-0.00708089,0.04822361
7/8/08,0.00937126,-0.00215002,0.00318127,-0.02527552,-0.08635938,-0.00411325,0.04783059
7/9/08,0.00931962,-0.00215002,0.00318127,-0.02400418,-0.08490793,-0.00112397,0.04710495
7/10/08,0.00931938,-0.00215002,0.00318127,-0.02245489,-0.08277344,0.00215011,0.04594568
7/11/08,0.00931914,-0.00215002,0.00318127,-0.02063644,-0.08006973,0.00538528,0.04447081
7/14/08,0.00936983,-0.00215002,0.00318127,-0.01866570,-0.07670576,0.00876369,0.04263049
7/15/08,0.00936959,-0.00215002,0.00318127,-0.01638872,-0.07268451,0.01209164,0.04047384
7/16/08,0.00931796,-0.00215002,0.00318127,-0.01378646,-0.06778679,0.01547464,0.03810506
7/17/08,0.00931772,-0.00215002,0.00318127,-0.01106073,-0.06268057,0.01878706,0.03542745
7/18/08,0.00931748,-0.00215002,0.00318127,-0.00818682,-0.05688677,0.02207035,0.03234955
7/21/08,0.00936816,-0.00215002,0.00318127,-0.00517499,-0.05101999,0.02515320,0.02913117
7/22/08,0.00936792,-0.00215002,0.00318127,-0.00199786,-0.04462850,0.02833793,0.02580082
7/23/08,0.00931630,-0.00215002,0.00318127,0.00109610,-0.03817747,0.03123711,0.02216567
7/24/08,0.00931606,-0.00215002,0.00318127,0.00415895,-0.03181735,0.03388893,0.01852301
7/25/08,0.00931582,-0.00215002,0.00318127,0.00731193,-0.02508114,0.03648313,0.01447951
7/28/08,0.00936649,0.00000000,0.00318127,0.01051521,-0.01832701,0.03878155,0.01059533
7/29/08,0.00936625,0.00000000,0.00318127,0.01363266,-0.01119899,0.04091736,0.00637381
7/30/08,0.00931464,-0.00296603,0.00318127,0.01668329,-0.00423868,0.04280916,0.00210681
7/31/08,0.00931440,-0.00296603,0.00318127,0.01958932,0.00293725,0.04458103,-0.00227306
8/1/08,0.00931416,-0.00296603,0.00318127,0.02231809,0.00993080,0.04603632,-0.00692129
8/4/08,0.00936482,-0.00296603,0.00318127,0.02480503,0.01658706,0.04706438,-0.01152025
8/5/08,0.00936458,-0.00296603,0.00318127,0.02713010,0.02329588,0.04794946,-0.01610988
8/6/08,0.00931298,-0.00296603,0.00318127,0.02934170,0.02959072,0.04830888,-0.02111047
8/7/08,0.00931274,-0.00296603,0.00318127,0.03104677,0.03531947,0.04822361,-0.02604651
8/8/08,0.00931250,-0.00296603,0.00318127,0.03278466,0.04074661,0.04783059,-0.03072833
8/11/08,0.00936315,-0.00296603,0.00318127,0.03420095,0.04554323,0.04710495,-0.03583563
8/12/08,0.00936292,-0.00296603,0.00318127,0.03542116,0.04953054,0.04594568,-0.04096221
8/13/08,0.00931132,-0.00296603,0.00318127,0.03626640,0.05267247,0.04447081,-0.04572319
8/14/08,0.00931108,-0.00296603,0.00318127,0.03668573,0.05493718,0.04263049,-0.05061679
8/15/08,0.00931085,-0.00296603,0.00318127,0.03695040,0.05651310,0.04047384,-0.05517471
8/18/08,0.00936149,-0.00296603,0.00318127,0.03683767,0.05731762,0.03810506,-0.05974946
8/19/08,0.00936125,-0.00296603,0.00318127,0.03629824,0.05754171,0.03542745,-0.06438903
8/20/08,0.00930966,-0.00296603,0.00318127,0.03549490,0.05700152,0.03234955,-0.06880028
8/21/08,0.00930942,-0.00296603,0.00318127,0.03440030,0.05632553,0.02913117,-0.07315803
8/22/08,0.00930919,-0.00296603,0.00318127,0.03324908,0.05535854,0.02580082,-0.07775134
8/25/08,0.00935982,-0.00296603,0.00318127,0.03174560,0.05382836,0.02216567,-0.08179195
8/26/08,0.00935958,-0.00296603,0.00318127,0.03017134,0.05221452,0.01852301,-0.08653534
8/27/08,0.00930800,0.00000000,0.00318127,0.02829227,0.04970623,0.01447951,-0.09053107
8/28/08,0.00930777,0.00000000,0.00318127,0.02640499,0.04735882,0.01059533,-0.09474953
8/29/08,0.00930753,-0.00368374,0.00318127,0.02436824,0.04401773,0.00637381,-0.09884012
9/2/08,0.00938358,-0.00368374,0.00318127,0.02224758,0.04026408,0.00210681,-0.10254685
9/3/08,0.00938334,-0.00368374,0.00318127,0.02000441,0.03599420,-0.00227306,-0.10629427
9/4/08,0.00930611,-0.00368374,0.00318127,0.01760947,0.03097173,-0.00692129,-0.10953383
9/5/08,0.00930587,-0.00368374,0.00318127,0.01503447,0.02549039,-0.01152025,-0.11218193
9/8/08,0.00935649,-0.00368374,0.00318127,0.01241761,0.01968319,-0.01610988,-0.11450551
9/9/08,0.00935625,-0.00368374,0.00318127,0.00908401,0.01270420,-0.02111047,-0.11637925
9/10/08,0.00930469,-0.00368374,0.00318127,0.00576875,0.00573675,-0.02604651,-0.11722469
9/11/08,0.00930445,-0.00368374,0.00318127,0.00226207,-0.00167665,-0.03072833,-0.11779378
9/12/08,0.00930422,-0.00368374,0.00318127,-0.00170602,-0.00950259,-0.03583563,-0.11821947
9/15/08,0.00935482,-0.00368374,0.00318127,-0.00589324,-0.01783596,-0.04096221,-0.11777464
9/16/08,0.00935459,-0.00368374,0.00318127,-0.01004653,-0.02582113,-0.04572319,-0.11736195
9/17/08,0.00930304,-0.00368374,0.00318127,-0.01425491,-0.03418730,-0.05061679,-0.11654567
9/18/08,0.00930280,-0.00368374,0.00318127,-0.01845915,-0.04253611,-0.05517471,-0.11557676
9/19/08,0.00930256,-0.00368374,0.00318127,-0.02282746,-0.05114666,-0.05974946,-0.11451701
9/22/08,0.00935316,-0.00368374,0.00318127,-0.02725282,-0.06036142,-0.06438903,-0.11296283
9/23/08,0.00935292,-0.00368374,0.00318127,-0.03171471,-0.06952677,-0.06880028,-0.11101834
9/24/08,0.00930138,-0.00368374,0.00318127,-0.03627899,-0.07920626,-0.07315803,-0.10901949
9/25/08,0.00930114,-0.00368374,0.00318127,-0.04113937,-0.08937116,-0.07775134,-0.10593153
9/26/08,0.00930091,-0.00368374,0.00318127,-0.04583596,-0.09933136,-0.08179195,-0.10357859
9/29/08,0.00935149,-0.00303397,0.00318127,-0.05107866,-0.11011604,-0.08653534,-0.10010960
9/30/08,0.00935126,-0.00303397,0.00318127,-0.05608238,-0.12024283,-0.09053107,-0.09675959
10/1/08,0.00929973,-0.00303397,-0.02487021,-0.06142209,-0.13053423,-0.09474953,-0.09344719
10/2/08,0.00929949,-0.00303397,-0.02487021,-0.06677572,-0.14068495,-0.09884012,-0.08963199
10/3/08,0.00929925,-0.00303397,-0.02487021,-0.07218725,-0.15011908,-0.10254685,-0.08613459
10/6/08,0.00934983,-0.00303397,-0.02487021,-0.07755153,-0.15936681,-0.10629427,-0.08254570
10/7/08,0.00934959,-0.00303397,-0.02487021,-0.08277279,-0.16799365,-0.10953383,-0.07906029
10/8/08,0.00929807,-0.00303397,-0.02487021,-0.08724702,-0.17543839,-0.11218193,-0.07610196
10/9/08,0.00929784,-0.00303397,-0.02487021,-0.09159897,-0.18266103,-0.11450551,-0.07358190
10/10/08,0.00929760,-0.00303397,-0.02487021,-0.09531076,-0.18875248,-0.11637925,-0.07114984
10/13/08,0.00934817,-0.00303397,-0.02487021,-0.09824733,-0.19416504,-0.11722469,-0.06883124
10/14/08,0.00934793,-0.00303397,-0.02487021,-0.10072054,-0.19849910,-0.11779378,-0.06731345
10/15/08,0.00929642,-0.00303397,-0.02487021,-0.10288739,-0.20277659,-0.11821947,-0.06545775
10/16/08,0.00929618,-0.00303397,-0.02487021,-0.10433498,-0.20571779,-0.11777464,-0.06366105
10/17/08,0.00929595,-0.00303397,-0.02487021,-0.10543573,-0.20837939,-0.11736195,-0.06173788
10/20/08,0.00934651,-0.00303397,-0.02487021,-0.10624286,-0.21044249,-0.11654567,-0.05950838
10/21/08,0.00934627,-0.00303397,-0.02487021,-0.10674227,-0.21192953,-0.11557676,-0.05718624
10/22/08,0.00929477,-0.00303397,-0.02487021,-0.10679989,-0.21283615,-0.11451701,-0.05450784
10/23/08,0.00929453,-0.00303397,-0.02487021,-0.10634412,-0.21253390,-0.11296283,-0.05186626
10/24/08,0.00929429,-0.00303397,-0.02487021,-0.10537172,-0.21154577,-0.11101834,-0.04926998
10/27/08,0.00934485,0.00000000,-0.02487021,-0.10391020,-0.20947544,-0.10901949,-0.04610617
10/28/08,0.00934461,0.00000000,-0.02487021,-0.10142106,-0.20603513,-0.10593153,-0.04354914
10/29/08,0.00929311,0.00000000,-0.02487021,-0.09919933,-0.20260273,-0.10357859,-0.04018203
10/30/08,0.00929288,-0.00442567,-0.02487021,-0.09583607,-0.19777680,-0.10010960,-0.03664511
10/31/08,0.00929264,-0.00442567,-0.02487021,-0.09233615,-0.19250506,-0.09675959,-0.03308777
11/3/08,0.00934318,-0.00442567,-0.02487021,-0.08845942,-0.18721653,-0.09344719,-0.02897333
11/4/08,0.00934295,-0.00442567,-0.02487021,-0.08406912,-0.18110071,-0.08963199,-0.02493597
11/5/08,0.00929146,-0.00442567,-0.02487021,-0.07948530,-0.17501528,-0.08613459,-0.02070964
11/6/08,0.00929123,-0.00442567,-0.02487021,-0.07494113,-0.16887897,-0.08254570,-0.01610008
11/7/08,0.00929099,-0.00442567,-0.02487021,-0.07005167,-0.16208276,-0.07906029,-0.01142101
11/10/08,0.00934152,-0.00442567,-0.02487021,-0.06574715,-0.15593893,-0.07610196,-0.00639014
11/11/08,0.00934129,-0.00442567,-0.02487021,-0.06151657,-0.14936255,-0.07358190,-0.00129318
11/12/08,0.00928981,-0.00442567,-0.02487021,-0.05749188,-0.14292373,-0.07114984,0.00410423
11/13/08,0.00928958,-0.00442567,-0.02487021,-0.05351804,-0.13572376,-0.06883124,0.00909166
11/14/08,0.00928934,-0.00442567,-0.02487021,-0.05021123,-0.12923522,-0.06731345,0.01414672
11/17/08,0.00933986,-0.00442567,-0.02487021,-0.04679731,-0.12203741,-0.06545775,0.01908994
11/18/08,0.00933963,-0.00442567,-0.02487021,-0.04346099,-0.11440226,-0.06366105,0.02352224
11/19/08,0.00928816,-0.00442567,-0.02487021,-0.04009543,-0.10635334,-0.06173788,0.02759560
11/20/08,0.00928793,-0.00442567,-0.02487021,-0.03693186,-0.09775273,-0.05950838,0.03113683
11/21/08,0.00928769,-0.00442567,-0.02487021,-0.03353842,-0.08880779,-0.05718624,0.03427127
11/24/08,0.00931259,-0.00442567,-0.02487021,-0.03043560,-0.07946315,-0.05450784,0.03685904
11/25/08,0.00926114,-0.00442567,-0.02487021,-0.02773769,-0.07078215,-0.05186626,0.03920130
11/26/08,0.00926090,-0.00442567,-0.02487021,-0.02542294,-0.06221033,-0.04926998,0.04126504
11/28/08,0.00928604,-0.00514338,-0.02487021,-0.02298853,-0.05354632,-0.04610617,0.04245534
12/1/08,0.00933655,-0.00514338,-0.02487021,-0.02143219,-0.04564746,-0.04354914,0.04338388
12/2/08,0.00933631,-0.00514338,-0.02487021,-0.01945870,-0.03717245,-0.04018203,0.04378461
12/3/08,0.00928486,-0.00514338,-0.02487021,-0.01766540,-0.02834826,-0.03664511,0.04359443
12/4/08,0.00928463,-0.00514338,-0.02487021,-0.01609154,-0.01985909,-0.03308777,0.04308904
12/5/08,0.00928439,-0.00514338,-0.02487021,-0.01433577,-0.01071812,-0.02897333,0.04234160
12/8/08,0.00933489,-0.00514338,-0.02487021,-0.01287955,-0.00182104,-0.02493597,0.04121339
12/9/08,0.00933465,-0.00514338,-0.02487021,-0.01159213,0.00655086,-0.02070964,0.04001516
12/10/08,0.00928321,-0.00514338,-0.02487021,-0.00998810,0.01537590,-0.01610008,0.03846612
12/11/08,0.00928298,-0.00514338,-0.02487021,-0.00861504,0.02318011,-0.01142101,0.03682631
12/12/08,0.00928274,-0.00514338,-0.02487021,-0.00696347,0.03112237,-0.00639014,0.03507753
12/15/08,0.00933323,-0.00514338,-0.02487021,-0.00539837,0.03812523,-0.00129318,0.03323804
12/16/08,0.00933300,-0.00514338,-0.02487021,-0.00367723,0.04469505,0.00410423,0.03129306
12/17/08,0.00928157,-0.00514338,-0.02487021,-0.00230919,0.05018534,0.00909166,0.02942823
12/18/08,0.00928133,-0.00514338,-0.02487021,-0.00083072,0.05468850,0.01414672,0.02745680
12/19/08,0.00928110,-0.00514338,-0.02487021,0.00045927,0.05848329,0.01908994,0.02524118
12/22/08,0.00933158,-0.00514338,-0.02487021,0.00160332,0.06088122,0.02352224,0.02304099
12/23/08,0.00933134,-0.00514338,-0.02487021,0.00217261,0.06198903,0.02759560,0.02057705
12/24/08,0.00927992,-0.00514338,-0.02487021,0.00283217,0.06218659,0.03113683,0.01790495
12/26/08,0.00927945,-0.00514338,-0.02487021,0.00318693,0.06143414,0.03427127,0.01506869
12/29/08,0.00932992,0.00000000,-0.02487021,0.00319778,0.05973270,0.03685904,0.01185958
12/30/08,0.00932968,-0.00499388,-0.02487021,0.00335236,0.05778111,0.03920130,0.00862012
12/31/08,0.00927827,-0.00499388,-0.02487021,0.00346972,0.05529179,0.04126504,0.00494785
1/2/09,0.00927780,-0.00499388,-0.01081800,0.00287922,0.05161005,0.04245534,0.00133153
1/5/09,0.00932826,-0.00499388,-0.01081800,0.00223498,0.04710685,0.04338388,-0.00269829
1/6/09,0.00932803,-0.00499388,-0.01081800,0.00119595,0.04197852,0.04378461,-0.00669918
1/7/09,0.00927663,-0.00499388,-0.01081800,-0.00035157,0.03550652,0.04359443,-0.01100995
1/8/09,0.00927639,-0.00499388,-0.01081800,-0.00198751,0.02864279,0.04308904,-0.01550920
1/9/09,0.00927616,-0.00499388,-0.01081800,-0.00390349,0.02144675,0.04234160,-0.02017225
1/12/09,0.00932661,-0.00499388,-0.01081800,-0.00592856,0.01385814,0.04121339,-0.02505756
1/13/09,0.00932637,-0.00499388,-0.01081800,-0.00803692,0.00668563,0.04001516,-0.03023758
1/14/09,0.00927498,-0.00499388,-0.01081800,-0.01040743,-0.00100043,0.03846612,-0.03544423
1/15/09,0.00927475,-0.00499388,-0.01081800,-0.01286109,-0.00821528,0.03682631,-0.04064477
1/16/09,0.00927451,-0.00499388,-0.01081800,-0.01536675,-0.01539852,0.03507753,-0.04612171
1/20/09,0.00935029,-0.00499388,-0.01081800,-0.01804932,-0.02238100,0.03323804,-0.05161171
1/21/09,0.00935006,-0.00499388,-0.01081800,-0.02084806,-0.02890088,0.03129306,-0.05690650
1/22/09,0.00927310,-0.00499388,-0.01081800,-0.02349568,-0.03510816,0.02942823,-0.06226989
1/23/09,0.00927287,-0.00499388,-0.01081800,-0.02641361,-0.04100618,0.02745680,-0.06738531
1/26/09,0.00932330,-0.00499388,-0.01081800,-0.02922569,-0.04661204,0.02524118,-0.07187104
1/27/09,0.00932306,-0.00499388,-0.01081800,-0.03227327,-0.05205926,0.02304099,-0.07574924
1/28/09,0.00927169,-0.00499388,-0.01081800,-0.03525491,-0.05705338,0.02057705,-0.07893694
1/29/09,0.00927146,0.00000000,-0.01081800,-0.03827443,-0.06210653,0.01790495,-0.08127067
1/30/09,0.00927122,-0.00629945,-0.01081800,-0.04148740,-0.06686725,0.01506869,-0.08292876
2/2/09,0.00932165,-0.00629945,-0.01081800,-0.04467106,-0.07171291,0.01185958,-0.08364048
2/3/09,0.00932141,-0.00629945,-0.01081800,-0.04763718,-0.07604361,0.00862012,-0.08378431
2/4/09,0.00927005,-0.00629945,-0.01081800,-0.05074143,-0.08033737,0.00494785,-0.08284244
2/5/09,0.00926981,-0.00629945,-0.01081800,-0.05345418,-0.08395873,0.00133153,-0.08137192
2/6/09,0.00926958,-0.00629945,-0.01081800,-0.05608827,-0.08709211,-0.00269829,-0.07904253
2/9/09,0.00932000,-0.00629945,-0.01081800,-0.05844356,-0.08977129,-0.00669918,-0.07612939
2/10/09,0.00931976,-0.00629945,-0.01081800,-0.06076227,-0.09210004,-0.01100995,-0.07274119
2/11/09,0.00926840,-0.00629945,-0.01081800,-0.06284760,-0.09404924,-0.01550920,-0.06867113
2/12/09,0.00926817,-0.00629945,-0.01081800,-0.06474870,-0.09560133,-0.02017225,-0.06419539
2/13/09,0.00926793,-0.00629945,-0.01081800,-0.06657703,-0.09681262,-0.02505756,-0.05931304
2/17/09,0.00934367,-0.00629945,-0.01081800,-0.06826191,-0.09807962,-0.03023758,-0.05399623
2/18/09,0.00934343,-0.00629945,-0.01081800,-0.06978623,-0.09866711,-0.03544423,-0.04815045
2/19/09,0.00926653,-0.00629945,-0.01081800,-0.07083833,-0.09868489,-0.04064477,-0.04222128
2/20/09,0.00926629,-0.00629945,-0.01081800,-0.07194929,-0.09853353,-0.04612171,-0.03602802
2/23/09,0.00931669,-0.00629945,-0.01081800,-0.07277558,-0.09783719,-0.05161171,-0.02941652
2/24/09,0.00931646,-0.00629945,-0.01081800,-0.07312083,-0.09649495,-0.05690650,-0.02289393
2/25/09,0.00926512,-0.00629945,-0.01081800,-0.07336731,-0.09511809,-0.06226989,-0.01639976
2/26/09,0.00926489,-0.00629945,-0.01081800,-0.07320586,-0.09315097,-0.06738531,-0.01007800
2/27/09,0.00926465,-0.01384172,-0.01081800,-0.07255815,-0.09047884,-0.07187104,-0.00420549
3/2/09,0.00931504,-0.00759008,-0.01081800,-0.07139871,-0.08698622,-0.07574924,0.00118629
3/3/09,0.00931481,-0.00759008,-0.01081800,-0.06961261,-0.08264329,-0.07893694,0.00592781
3/4/09,0.00926348,-0.00759008,-0.01081800,-0.06735151,-0.07728885,-0.08127067,0.01026839
3/5/09,0.00926324,-0.00759008,-0.01081800,-0.06455592,-0.07128980,-0.08292876,0.01401931
3/6/09,0.00926301,-0.00759008,-0.01081800,-0.06115327,-0.06411946,-0.08364048,0.01704185
3/9/09,0.00931339,-0.00759008,-0.01081800,-0.05744085,-0.05622709,-0.08378431,0.01971429
3/10/09,0.00931316,-0.00759008,-0.01081800,-0.05307020,-0.04728828,-0.08284244,0.02165174
3/11/09,0.00926184,-0.00759008,-0.01081800,-0.04848436,-0.03779466,-0.08137192,0.02318865
3/12/09,0.00926160,-0.00759008,-0.01081800,-0.04334484,-0.02764381,-0.07904253,0.02436876
3/13/09,0.00926137,-0.00759008,-0.01081800,-0.03811933,-0.01683473,-0.07612939,0.02514889
3/16/09,0.00931174,-0.00759008,-0.01081800,-0.03250053,-0.00554872,-0.07274119,0.02585581
3/17/09,0.00931151,-0.00759008,-0.01081800,-0.02669486,0.00630662,-0.06867113,0.02621831
3/18/09,0.00926020,-0.00759008,-0.01081800,-0.02097794,0.01830377,-0.06419539,0.02642992
3/19/09,0.00925996,-0.00759008,-0.01081800,-0.01499520,0.03058689,-0.05931304,0.02649543
3/20/09,0.00925973,-0.00759008,-0.01081800,-0.00920796,0.04279238,-0.05399623,0.02674979
3/23/09,0.00931009,-0.00759008,-0.01081800,-0.00298876,0.05520979,-0.04815045,0.02676302
3/24/09,0.00923326,-0.00759008,-0.01081800,0.00273542,0.06718484,-0.04222128,0.02691362
3/25/09,0.00923303,-0.00759008,-0.01081800,0.00840257,0.07862944,-0.03602802,0.02724462
3/26/09,0.00923279,-0.00759008,-0.01081800,0.01396561,0.09023393,-0.02941652,0.02753983
3/27/09,0.00923256,0.00000000,-0.01081800,0.01925750,0.10114194,-0.02289393,0.02798307
3/30/09,0.00928291,-0.00578510,-0.01081800,0.02418127,0.11179823,-0.01639976,0.02854614
3/31/09,0.00923163,-0.00578510,-0.01081800,0.02898197,0.12206742,-0.01007800,0.02929572
4/1/09,0.00923139,-0.00578510,-0.01403625,0.03325997,0.13165052,-0.00420549,0.03033819
4/2/09,0.00923116,-0.00578510,-0.01403625,0.03705087,0.14044211,0.00118629,0.03128700
4/3/09,0.00923093,-0.00578510,-0.01403625,0.04028756,0.14826881,0.00592781,0.03246109
4/6/09,0.00928127,-0.00578510,-0.00325345,0.04297932,0.15491110,0.01026839,0.03353988
4/7/09,0.00922999,-0.00578510,-0.00325345,0.04514722,0.16044025,0.01401931,0.03451012
4/8/09,0.00922976,-0.00578510,-0.00325345,0.04666885,0.16474921,0.01704185,0.03559697
4/9/09,0.00922952,-0.00578510,-0.00325345,0.04789786,0.16795752,0.01971429,0.03639040
4/13/09,0.00930515,-0.00578510,-0.00325345,0.04838624,0.16975547,0.02165174,0.03725614
4/14/09,0.00930491,-0.00578510,-0.00325345,0.04862453,0.17040691,0.02318865,0.03802113
4/15/09,0.00925364,-0.00578510,-0.00325345,0.04833253,0.16992785,0.02436876,0.03870527
4/16/09,0.00925341,-0.00578510,-0.00325345,0.04796397,0.16869542,0.02514889,0.03932674
4/17/09,0.00925317,-0.00578510,-0.00325345,0.04740376,0.16663829,0.02585581,0.03976415
4/20/09,0.00930350,-0.00578510,-0.00325345,0.04653892,0.16367003,0.02621831,0.04010379
4/21/09,0.00930327,-0.00578510,-0.00325345,0.04572715,0.16020597,0.02642992,0.04025671
4/22/09,0.00925200,-0.00578510,-0.00325345,0.04463157,0.15624506,0.02649543,0.04044485
4/23/09,0.00925177,-0.00578510,-0.00325345,0.04390051,0.15198710,0.02674979,0.04023644
4/24/09,0.00925154,-0.00578510,-0.00325345,0.04285142,0.14734442,0.02676302,0.03990726
4/27/09,0.00930186,-0.00578510,-0.00325345,0.04209952,0.14230955,0.02691362,0.03940721
4/28/09,0.00930162,0.00000000,-0.00325345,0.04148725,0.13745622,0.02724462,0.03855747
4/29/09,0.00925037,-0.00511201,-0.00325345,0.04108786,0.13233801,0.02753983,0.03741502
4/30/09,0.00925013,-0.00511201,-0.00325345,0.04064919,0.12692708,0.02798307,0.03607193
5/1/09,0.00924990,-0.00511201,-0.00325345,0.04030949,0.12105148,0.02854614,0.03446137
5/4/09,0.00930021,-0.00511201,-0.00325345,0.04020684,0.11513577,0.02929572,0.03286394
5/5/09,0.00929998,-0.00511201,-0.00325345,0.04011055,0.10902569,0.03033819,0.03101488
5/6/09,0.00924873,-0.00511201,-0.00325345,0.04029290,0.10298700,0.03128700,0.02938240
5/7/09,0.00924850,-0.00511201,-0.00325345,0.04050814,0.09673016,0.03246109,0.02784858
5/8/09,0.00924826,-0.00511201,-0.00325345,0.04091037,0.09058088,0.03353988,0.02636530
5/11/09,0.00929857,-0.00511201,-0.00325345,0.04128783,0.08459701,0.03451012,0.02528030
5/12/09,0.00929833,-0.00511201,-0.00325345,0.04196529,0.07909342,0.03559697,0.02424249
5/13/09,0.00924709,-0.00511201,-0.00325345,0.04232424,0.07370446,0.03639040,0.02355914
5/14/09,0.00924686,-0.00511201,-0.00325345,0.04291774,0.06875218,0.03725614,0.02303558
5/15/09,0.00924663,-0.00511201,-0.00325345,0.04336667,0.06400577,0.03802113,0.02272998
5/18/09,0.00929692,-0.00511201,-0.00325345,0.04400721,0.05983714,0.03870527,0.02245765
5/19/09,0.00929669,-0.00511201,-0.00325345,0.04439401,0.05581849,0.03932674,0.02235681
5/20/09,0.00924546,-0.00511201,-0.00325345,0.04471281,0.05184137,0.03976415,0.02240783
5/21/09,0.00924523,-0.00511201,-0.00325345,0.04499249,0.04812786,0.04010379,0.02254334
5/22/09,0.00924499,-0.00511201,-0.00325345,0.04499926,0.04468125,0.04025671,0.02298423
5/26/09,0.00932054,-0.00511201,-0.00325345,0.04514605,0.04156415,0.04044485,0.02334593
5/27/09,0.00932030,-0.00511201,-0.00325345,0.04482840,0.03847413,0.04023644,0.02390848
5/28/09,0.00924359,0.00000000,-0.00325345,0.04450701,0.03566516,0.03990726,0.02452399
5/29/09,0.00924336,-0.00404228,-0.00325345,0.04384013,0.03284217,0.03940721,0.02543823
6/1/09,0.00929363,-0.00404228,-0.00325345,0.04303087,0.03027645,0.03855747,0.02645585
6/2/09,0.00929340,-0.00404228,-0.00325345,0.04184503,0.02745012,0.03741502,0.02785746
6/3/09,0.00924219,-0.00404228,-0.00325345,0.04049455,0.02472120,0.03607193,0.02933295
6/4/09,0.00924196,-0.00404228,-0.00325345,0.03897694,0.02210581,0.03446137,0.03118921
6/5/09,0.00924172,-0.00404228,-0.00325345,0.03717345,0.01958317,0.03286394,0.03307346
