Date,Inflation 1yr,Total Jobs 30d,GNP 90d,XLK 30d,SPY 30d,XLY 30d,XLY next 30d
4/23/08,0.00933793,-0.00079390,0.01001831,0.05327768,0.03536176,0.02757461,0.00136628
4/24/08,0.00933769,-0.00079390,0.01001831,0.05466788,0.03578623,0.02858657,-0.00227610
4/25/08,0.00933745,0.00000000,0.01001831,0.05578296,0.03602988,0.02949120,-0.00594359
4/28/08,0.00938823,0.00000000,0.01001831,0.05681954,0.03609674,0.03026635,-0.00984770
4/29/08,0.00938800,-0.00254601,0.01001831,0.05784670,0.03590765,0.03083784,-0.01400011
4/30/08,0.00933626,-0.00254601,0.01001831,0.05823931,0.03534630,0.03076033,-0.01790846
5/1/08,0.00933602,-0.00254601,0.01001831,0.05884545,0.03476577,0.03099783,-0.02221097
5/2/08,0.00933578,-0.00254601,0.01001831,0.05895464,0.03385328,0.03063285,-0.02632132
5/5/08,0.00938656,-0.00254601,0.01001831,0.05906654,0.03288632,0.03029930,-0.03076355
5/6/08,0.00938632,-0.00254601,0.01001831,0.05894627,0.03176347,0.02977511,-0.03516003
5/7/08,0.00933459,-0.00254601,0.01001831,0.05866623,0.03058263,0.02916149,-0.03952345
5/8/08,0.00933435,-0.00254601,0.01001831,0.05831630,0.02934596,0.02859583,-0.04411662
5/9/08,0.00933412,-0.00254601,0.01001831,0.05752974,0.02794284,0.02757105,-0.04860433
5/12/08,0.00938488,-0.00254601,0.01001831,0.05683357,0.02658281,0.02672723,-0.05292042
5/13/08,0.00938464,-0.00254601,0.01001831,0.05563016,0.02502191,0.02551543,-0.05735007
5/14/08,0.00933293,-0.00254601,0.01001831,0.05398997,0.02320963,0.02387729,-0.06135873
5/15/08,0.00933269,-0.00254601,0.01001831,0.05204001,0.02117313,0.02193362,-0.06535521
5/16/08,0.00933245,-0.00254601,0.01001831,0.04962324,0.01890294,0.01956633,-0.06871425
5/19/08,0.00938321,-0.00254601,0.01001831,0.04699630,0.01647334,0.01697471,-0.07195277
5/20/08,0.00938297,-0.00254601,0.01001831,0.04411377,0.01392809,0.01415246,-0.07497861
5/21/08,0.00933126,-0.00254601,0.01001831,0.04108115,0.01125449,0.01108894,-0.07768941
5/22/08,0.00933102,-0.00254601,0.01001831,0.03800387,0.00863525,0.00804706,-0.08021140
5/23/08,0.00933078,-0.00254601,0.01001831,0.03491243,0.00589931,0.00478121,-0.08239556
5/27/08,0.00940703,-0.00254601,0.01001831,0.03166895,0.00308043,0.00136628,-0.08437630
5/28/08,0.00940679,0.00000000,0.01001831,0.02817317,0.00022038,-0.00227610,-0.08585962
5/29/08,0.00932936,0.00000000,0.01001831,0.02448256,-0.00272431,-0.00594359,-0.08703107
5/30/08,0.00932912,-0.00314678,0.01001831,0.02070583,-0.00571234,-0.00984770,-0.08771352
6/2/08,0.00937986,-0.00314678,0.01001831,0.01652153,-0.00886646,-0.01400011,-0.08766398
6/3/08,0.00937962,-0.00314678,0.01001831,0.01250761,-0.01188312,-0.01790846,-0.08738406
6/4/08,0.00932793,-0.00314678,0.01001831,0.00814066,-0.01510343,-0.02221097,-0.08635938
6/5/08,0.00932769,-0.00314678,0.01001831,0.00392753,-0.01812395,-0.02632132,-0.08490793
6/6/08,0.00932746,-0.00314678,0.01001831,-0.00066570,-0.02143680,-0.03076355,-0.08277344
6/9/08,0.00937819,-0.00314678,0.01001831,-0.00514709,-0.02457017,-0.03516003,-0.08006973
6/10/08,0.00937795,-0.00314678,0.01001831,-0.00960511,-0.02776426,-0.03952345,-0.07670576
6/11/08,0.00932627,-0.00314678,0.01001831,-0.01423328,-0.03100050,-0.04411662,-0.07268451
6/12/08,0.00932603,-0.00314678,0.01001831,-0.01860971,-0.03420128,-0.04860433,-0.06778679
6/13/08,0.00932579,-0.00314678,0.01001831,-0.02297851,-0.03728914,-0.05292042,-0.06268057
6/16/08,0.00937651,-0.00314678,0.01001831,-0.02727714,-0.04036091,-0.05735007,-0.05688677
6/17/08,0.00937627,-0.00314678,0.01001831,-0.03127504,-0.04323697,-0.06135873,-0.05101999
6/18/08,0.00932460,-0.00314678,0.01001831,-0.03519732,-0.04597943,-0.06535521,-0.04462850
6/19/08,0.00932437,-0.00314678,0.01001831,-0.03875417,-0.04838955,-0.06871425,-0.03817747
6/20/08,0.00932413,-0.00314678,0.01001831,-0.04220953,-0.05069349,-0.07195277,-0.03181735
6/23/08,0.00937484,-0.00314678,0.01001831,-0.04559358,-0.05284322,-0.07497861,-0.02508114
6/24/08,0.00937460,-0.00314678,0.01001831,-0.04880406,-0.05478782,-0.07768941,-0.01832701
6/25/08,0.00932294,-0.00314678,0.01001831,-0.05191298,-0.05662816,-0.08021140,-0.01119899
6/26/08,0.00932270,-0.00314678,0.01001831,-0.05485844,-0.05827190,-0.08239556,-0.00423868
6/27/08,0.00932247,-0.00215002,0.01001831,-0.05754851,-0.05962398,-0.08437630,0.00293725
6/30/08,0.00937317,-0.00215002,0.01001831,-0.05995302,-0.06080701,-0.08585962,0.00993080
7/1/08,0.00937293,-0.00215002,0.00318127,-0.06198109,-0.06161341,-0.08703107,0.01658706
7/2/08,0.00932128,-0.00215002,0.00318127,-0.06364393,-0.06226107,-0.08771352,0.02329588
7/3/08,0.00932104,-0.00215002,0.00318127,-0.06477087,-0.06238276,-0.08766398,0.02959072
7/7/08,0.00937150,-0.00215002,0.00318127,-0.06560066,-0.06237158,-0.08738406,0.03531947
7/8/08,0.00937126,-0.00215002,0.00318127,-0.06584095,-0.06184586,-0.08635938,0.04074661
7/9/08,0.00931962,-0.00215002,0.00318127,-0.06590364,-0.06118735,-0.08490793,0.04554323
7/10/08,0.00931938,-0.00215002,0.00318127,-0.06529253,-0.06002173,-0.08277344,0.04953054
7/11/08,0.00931914,-0.00215002,0.00318127,-0.06436430,-0.05863750,-0.08006973,0.05267247
7/14/08,0.00936983,-0.00215002,0.00318127,-0.06306454,-0.05685534,-0.07670576,0.05493718
7/15/08,0.00936959,-0.00215002,0.00318127,-0.06125972,-0.05475248,-0.07268451,0.05651310
7/16/08,0.00931796,-0.00215002,0.00318127,-0.05908231,-0.05218744,-0.06778679,0.05731762
7/17/08,0.00931772,-0.00215002,0.00318127,-0.05661025,-0.04944713,-0.06268057,0.05754171
7/18/08,0.00931748,-0.00215002,0.00318127,-0.05381170,-0.04642723,-0.05688677,0.05700152
7/21/08,0.00936816,-0.00215002,0.00318127,-0.05078348,-0.04324867,-0.05101999,0.05632553
7/22/08,0.00936792,-0.00215002,0.00318127,-0.04744898,-0.03990462,-0.04462850,0.05535854
7/23/08,0.00931630,-0.00215002,0.00318127,-0.04382091,-0.03645207,-0.03817747,0.05382836
7/24/08,0.00931606,-0.00215002,0.00318127,-0.04017801,-0.03307776,-0.03181735,0.05221452
7/25/08,0.00931582,-0.00215002,0.00318127,-0.03607364,-0.02939334,-0.02508114,0.04970623
7/28/08,0.00936649,0.00000000,0.00318127,-0.03181545,-0.02569021,-0.01832701,0.04735882
7/29/08,0.00936625,0.00000000,0.00318127,-0.02733193,-0.02188264,-0.01119899,0.04401773
7/30/08,0.00931464,-0.00296603,0.00318127,-0.02281006,-0.01808462,-0.00423868,0.04026408
7/31/08,0.00931440,-0.00296603,0.00318127,-0.01819898,-0.01439380,0.00293725,0.03599420
8/1/08,0.00931416,-0.00296603,0.00318127,-0.01370833,-0.01068526,0.00993080,0.03097173
8/4/08,0.00936482,-0.00296603,0.00318127,-0.00951647,-0.00739495,0.01658706,0.02549039
8/5/08,0.00936458,-0.00296603,0.00318127,-0.00541190,-0.00402591,0.02329588,0.01968319
8/6/08,0.00931298,-0.00296603,0.00318127,-0.00154988,-0.00096656,0.02959072,0.01270420
8/7/08,0.00931274,-0.00296603,0.00318127,0.00178990,0.00166502,0.03531947,0.00573675
8/8/08,0.00931250,-0.00296603,0.00318127,0.00465399,0.00405968,0.04074661,-0.00167665
8/11/08,0.00936315,-0.00296603,0.00318127,0.00719148,0.00616448,0.04554323,-0.00950259
8/12/08,0.00936292,-0.00296603,0.00318127,0.00904654,0.00779435,0.04953054,-0.01783596
8/13/08,0.00931132,-0.00296603,0.00318127,0.01016223,0.00883388,0.05267247,-0.02582113
8/14/08,0.00931108,-0.00296603,0.00318127,0.01083676,0.00958841,0.05493718,-0.03418730
8/15/08,0.00931085,-0.00296603,0.00318127,0.01071689,0.00971501,0.05651310,-0.04253611
8/18/08,0.00936149,-0.00296603,0.00318127,0.01024918,0.00954719,0.05731762,-0.05114666
8/19/08,0.00936125,-0.00296603,0.00318127,0.00914190,0.00904250,0.05754171,-0.06036142
8/20/08,0.00930966,-0.00296603,0.00318127,0.00742521,0.00811546,0.05700152,-0.06952677
8/21/08,0.00930942,-0.00296603,0.00318127,0.00528090,0.00694497,0.05632553,-0.07920626
8/22/08,0.00930919,-0.00296603,0.00318127,0.00279623,0.00569900,0.05535854,-0.08937116
8/25/08,0.00935982,-0.00296603,0.00318127,-0.00038773,0.00403195,0.05382836,-0.09933136
8/26/08,0.00935958,-0.00296603,0.00318127,-0.00384667,0.00223147,0.05221452,-0.11011604
8/27/08,0.00930800,0.00000000,0.00318127,-0.00817287,-0.00026967,0.04970623,-0.12024283
8/28/08,0.00930777,0.00000000,0.00318127,-0.01256049,-0.00265400,0.04735882,-0.13053423
8/29/08,0.00930753,-0.00368374,0.00318127,-0.01767033,-0.00556387,0.04401773,-0.14068495
9/2/08,0.00938358,-0.00368374,0.00318127,-0.02318799,-0.00883714,0.04026408,-0.15011908
9/3/08,0.00938334,-0.00368374,0.00318127,-0.02891705,-0.01218646,0.03599420,-0.15936681
9/4/08,0.00930611,-0.00368374,0.00318127,-0.03520801,-0.01613149,0.03097173,-0.16799365
9/5/08,0.00930587,-0.00368374,0.00318127,-0.04156855,-0.02017866,0.02549039,-0.17543839
9/8/08,0.00935649,-0.00368374,0.00318127,-0.04805805,-0.02442354,0.01968319,-0.18266103
9/9/08,0.00935625,-0.00368374,0.00318127,-0.05494477,-0.02936915,0.01270420,-0.18875248
9/10/08,0.00930469,-0.00368374,0.00318127,-0.06186617,-0.03436451,0.00573675,-0.19416504
9/11/08,0.00930445,-0.00368374,0.00318127,-0.06849648,-0.03930258,-0.00167665,-0.19849910
9/12/08,0.00930422,-0.00368374,0.00318127,-0.07535353,-0.04467729,-0.00950259,-0.20277659
9/15/08,0.00935482,-0.00368374,0.00318127,-0.08230841,-0.05055597,-0.01783596,-0.20571779
9/16/08,0.00935459,-0.00368374,0.00318127,-0.08852465,-0.05578744,-0.02582113,-0.20837939
9/17/08,0.00930304,-0.00368374,0.00318127,-0.09496329,-0.06157687,-0.03418730,-0.21044249
9/18/08,0.00930280,-0.00368374,0.00318127,-0.10080853,-0.06708080,-0.04253611,-0.21192953
9/19/08,0.00930256,-0.00368374,0.00318127,-0.10681272,-0.07285993,-0.05114666,-0.21283615
9/22/08,0.00935316,-0.00368374,0.00318127,-0.11281020,-0.07901136,-0.06036142,-0.21253390
9/23/08,0.00935292,-0.00368374,0.00318127,-0.11853317,-0.08520278,-0.06952677,-0.21154577
9/24/08,0.00930138,-0.00368374,0.00318127,-0.12436989,-0.09175449,-0.07920626,-0.20947544
9/25/08,0.00930114,-0.00368374,0.00318127,-0.13026616,-0.09866719,-0.08937116,-0.20603513
9/26/08,0.00930091,-0.00368374,0.00318127,-0.13553446,-0.10524896,-0.09933136,-0.20260273
9/29/08,0.00935149,-0.00303397,0.00318127,-0.14139432,-0.11257203,-0.11011604,-0.19777680
9/30/08,0.00935126,-0.00303397,0.00318127,-0.14623130,-0.11918027,-0.12024283,-0.19250506
10/1/08,0.00929973,-0.00303397,-0.02487021,-0.15119349,-0.12597624,-0.13053423,-0.18721653
10/2/08,0.00929949,-0.00303397,-0.02487021,-0.15572488,-0.13265724,-0.14068495,-0.18110071
10/3/08,0.00929925,-0.00303397,-0.02487021,-0.15962120,-0.13879606,-0.15011908,-0.17501528
10/6/08,0.00934983,-0.00303397,-0.02487021,-0.16345022,-0.14493087,-0.15936681,-0.16887897
10/7/08,0.00934959,-0.00303397,-0.02487021,-0.16657224,-0.15052911,-0.16799365,-0.16208276
10/8/08,0.00929807,-0.00303397,-0.02487021,-0.16899903,-0.15521352,-0.17543839,-0.15593893
10/9/08,0.00929784,-0.00303397,-0.02487021,-0.17099514,-0.15961420,-0.18266103,-0.14936255
10/10/08,0.00929760,-0.00303397,-0.02487021,-0.17254645,-0.16335356,-0.18875248,-0.14292373
10/13/08,0.00934817,-0.00303397,-0.02487021,-0.17329407,-0.16611879,-0.19416504,-0.13572376
10/14/08,0.00934793,-0.00303397,-0.02487021,-0.17363859,-0.16834984,-0.19849910,-0.12923522
10/15/08,0.00929642,-0.00303397,-0.02487021,-0.17401806,-0.17060547,-0.20277659,-0.12203741
10/16/08,0.00929618,-0.00303397,-0.02487021,-0.17356885,-0.17158409,-0.20571779,-0.11440226
10/17/08,0.00929595,-0.00303397,-0.02487021,-0.17323557,-0.17262432,-0.20837939,-0.10635334
10/20/08,0.00934651,-0.00303397,-0.02487021,-0.17243588,-0.17303863,-0.21044249,-0.09775273
10/21/08,0.00934627,-0.00303397,-0.02487021,-0.17161255,-0.17319452,-0.21192953,-0.08880779
10/22/08,0.00929477,-0.00303397,-0.02487021,-0.17031915,-0.17279563,-0.21283615,-0.07946315
10/23/08,0.00929453,-0.00303397,-0.02487021,-0.16825392,-0.17147428,-0.21253390,-0.07078215
10/24/08,0.00929429,-0.00303397,-0.02487021,-0.16584879,-0.16961171,-0.21154577,-0.06221033
10/27/08,0.00934485,0.00000000,-0.02487021,-0.16281320,-0.16690205,-0.20947544,-0.05354632
10/28/08,0.00934461,0.00000000,-0.02487021,-0.15869680,-0.16293990,-0.20603513,-0.04564746
10/29/08,0.00929311,0.00000000,-0.02487021,-0.15525381,-0.15931730,-0.20260273,-0.03717245
10/30/08,0.00929288,-0.00442567,-0.02487021,-0.15047607,-0.15438060,-0.19777680,-0.02834826
10/31/08,0.00929264,-0.00442567,-0.02487021,-0.14606743,-0.14942296,-0.19250506,-0.01985909
11/3/08,0.00934318,-0.00442567,-0.02487021,-0.14164490,-0.14443693,-0.18721653,-0.01071812
11/4/08,0.00934295,-0.00442567,-0.02487021,-0.13684056,-0.13888629,-0.18110071,-0.00182104
11/5/08,0.00929146,-0.00442567,-0.02487021,-0.13236978,-0.13347943,-0.17501528,0.00655086
11/6/08,0.00929123,-0.00442567,-0.02487021,-0.12798505,-0.12822565,-0.16887897,0.01537590
11/7/08,0.00929099,-0.00442567,-0.02487021,-0.12353743,-0.12266545,-0.16208276,0.02318011
11/10/08,0.00934152,-0.00442567,-0.02487021,-0.11957639,-0.11784936,-0.15593893,0.03112237
11/11/08,0.00934129,-0.00442567,-0.02487021,-0.11570410,-0.11316213,-0.14936255,0.03812523
11/12/08,0.00928981,-0.00442567,-0.02487021,-0.11195353,-0.10860921,-0.14292373,0.04469505
11/13/08,0.00928958,-0.00442567,-0.02487021,-0.10781738,-0.10379776,-0.13572376,0.05018534
11/14/08,0.00928934,-0.00442567,-0.02487021,-0.10436045,-0.09987740,-0.12923522,0.05468850
11/17/08,0.00933986,-0.00442567,-0.02487021,-0.10037949,-0.09547994,-0.12203741,0.05848329
11/18/08,0.00933963,-0.00442567,-0.02487021,-0.09607923,-0.09108245,-0.11440226,0.06088122
11/19/08,0.00928816,-0.00442567,-0.02487021,-0.09145093,-0.08637808,-0.10635334,0.06198903
11/20/08,0.00928793,-0.00442567,-0.02487021,-0.08671778,-0.08163347,-0.09775273,0.06218659
11/21/08,0.00928769,-0.00442567,-0.02487021,-0.08162531,-0.07658484,-0.08880779,0.06143414
11/24/08,0.00931259,-0.00442567,-0.02487021,-0.07640161,-0.07135599,-0.07946315,0.05973270
11/25/08,0.00926114,-0.00442567,-0.02487021,-0.07170823,-0.06680338,-0.07078215,0.05778111
11/26/08,0.00926090,-0.00442567,-0.02487021,-0.06721373,-0.06252026,-0.06221033,0.05529179
11/28/08,0.00928604,-0.00514338,-0.02487021,-0.06241955,-0.05814298,-0.05354632,0.05161005
12/1/08,0.00933655,-0.00514338,-0.02487021,-0.05844769,-0.05463719,-0.04564746,0.04710685
12/2/08,0.00933631,-0.00514338,-0.02487021,-0.05364082,-0.05044334,-0.03717245,0.04197852
12/3/08,0.00928486,-0.00514338,-0.02487021,-0.04861928,-0.04615945,-0.02834826,0.03550652
12/4/08,0.00928463,-0.00514338,-0.02487021,-0.04375273,-0.04198805,-0.01985909,0.02864279
12/5/08,0.00928439,-0.00514338,-0.02487021,-0.03802120,-0.03715725,-0.01071812,0.02144675
12/8/08,0.00933489,-0.00514338,-0.02487021,-0.03243901,-0.03242337,-0.00182104,0.01385814
12/9/08,0.00933465,-0.00514338,-0.02487021,-0.02697215,-0.02789966,0.00655086,0.00668563
12/10/08,0.00928321,-0.00514338,-0.02487021,-0.02118290,-0.02284635,0.01537590,-0.00100043
12/11/08,0.00928298,-0.00514338,-0.02487021,-0.01565791,-0.01820107,0.02318011,-0.00821528
12/12/08,0.00928274,-0.00514338,-0.02487021,-0.00995683,-0.01323847,0.03112237,-0.01539852
12/15/08,0.00933323,-0.00514338,-0.02487021,-0.00484006,-0.00868675,0.03812523,-0.02238100
12/16/08,0.00933300,-0.00514338,-0.02487021,0.00038853,-0.00412491,0.04469505,-0.02890088
12/17/08,0.00928157,-0.00514338,-0.02487021,0.00483004,-0.00025909,0.05018534,-0.03510816
12/18/08,0.00928133,-0.00514338,-0.02487021,0.00878728,0.00323047,0.05468850,-0.04100618
12/19/08,0.00928110,-0.00514338,-0.02487021,0.01263483,0.00659426,0.05848329,-0.04661204
12/22/08,0.00933158,-0.00514338,-0.02487021,0.01563242,0.00923109,0.06088122,-0.05205926
12/23/08,0.00933134,-0.00514338,-0.02487021,0.01782153,0.01101123,0.06198903,-0.05705338
12/24/08,0.00927992,-0.00514338,-0.02487021,0.01984310,0.01243617,0.06218659,-0.06210653
12/26/08,0.00927945,-0.00514338,-0.02487021,0.02116011,0.01324864,0.06143414,-0.06686725
12/29/08,0.00932992,0.00000000,-0.02487021,0.02219597,0.01349652,0.05973270,-0.07171291
12/30/08,0.00932968,-0.00499388,-0.02487021,0.02317905,0.01373672,0.05778111,-0.07604361
12/31/08,0.00927827,-0.00499388,-0.02487021,0.02400653,0.01371548,0.05529179,-0.08033737
1/2/09,0.00927780,-0.00499388,-0.01081800,0.02406544,0.01286560,0.05161005,-0.08395873
1/5/09,0.00932826,-0.00499388,-0.01081800,0.02358422,0.01159709,0.04710685,-0.08709211
1/6/09,0.00932803,-0.00499388,-0.01081800,0.02294588,0.00981241,0.04197852,-0.08977129
1/7/09,0.00927663,-0.00499388,-0.01081800,0.02104260,0.00700575,0.03550652,-0.09210004
1/8/09,0.00927639,-0.00499388,-0.01081800,0.01908773,0.00389838,0.02864279,-0.09404924
1/9/09,0.00927616,-0.00499388,-0.01081800,0.01675035,0.00044302,0.02144675,-0.09560133
1/12/09,0.00932661,-0.00499388,-0.01081800,0.01420834,-0.00343327,0.01385814,-0.09681262
1/13/09,0.00932637,-0.00499388,-0.01081800,0.01179509,-0.00711611,0.00668563,-0.09807962
1/14/09,0.00927498,-0.00499388,-0.01081800,0.00917490,-0.01123257,-0.00100043,-0.09866711
1/15/09,0.00927475,-0.00499388,-0.01081800,0.00688402,-0.01509959,-0.00821528,-0.09868489
1/16/09,0.00927451,-0.00499388,-0.01081800,0.00458289,-0.01896709,-0.01539852,-0.09853353
1/20/09,0.00935029,-0.00499388,-0.01081800,0.00254679,-0.02277479,-0.02238100,-0.09783719
1/21/09,0.00935006,-0.00499388,-0.01081800,0.00063737,-0.02626613,-0.02890088,-0.09649495
1/22/09,0.00927310,-0.00499388,-0.01081800,-0.00122978,-0.02966814,-0.03510816,-0.09511809
1/23/09,0.00927287,-0.00499388,-0.01081800,-0.00275678,-0.03287908,-0.04100618,-0.09315097
1/26/09,0.00932330,-0.00499388,-0.01081800,-0.00442826,-0.03609634,-0.04661204,-0.09047884
1/27/09,0.00932306,-0.00499388,-0.01081800,-0.00620595,-0.03938865,-0.05205926,-0.08698622
1/28/09,0.00927169,-0.00499388,-0.01081800,-0.00770111,-0.04248886,-0.05705338,-0.08264329
1/29/09,0.00927146,0.00000000,-0.01081800,-0.00951447,-0.04576365,-0.06210653,-0.07728885
1/30/09,0.00927122,-0.00629945,-0.01081800,-0.01124705,-0.04902953,-0.06686725,-0.07128980
2/2/09,0.00932165,-0.00629945,-0.01081800,-0.01322697,-0.05246049,-0.07171291,-0.06411946
2/3/09,0.00932141,-0.00629945,-0.01081800,-0.01514348,-0.05578807,-0.07604361,-0.05622709
2/4/09,0.00927005,-0.00629945,-0.01081800,-0.01726080,-0.05921440,-0.08033737,-0.04728828
2/5/09,0.00926981,-0.00629945,-0.01081800,-0.01917993,-0.06227931,-0.08395873,-0.03779466
2/6/09,0.00926958,-0.00629945,-0.01081800,-0.02087483,-0.06524049,-0.08709211,-0.02764381
2/9/09,0.00932000,-0.00629945,-0.01081800,-0.02270749,-0.06799487,-0.08977129,-0.01683473
2/10/09,0.00931976,-0.00629945,-0.01081800,-0.02442732,-0.07071367,-0.09210004,-0.00554872
2/11/09,0.00926840,-0.00629945,-0.01081800,-0.02608268,-0.07320030,-0.09404924,0.00630662
2/12/09,0.00926817,-0.00629945,-0.01081800,-0.02769480,-0.07562543,-0.09560133,0.01830377
2/13/09,0.00926793,-0.00629945,-0.01081800,-0.02933378,-0.07785326,-0.09681262,0.03058689
2/17/09,0.00934367,-0.00629945,-0.01081800,-0.03126617,-0.08027752,-0.09807962,0.04279238
2/18/09,0.00934343,-0.00629945,-0.01081800,-0.03283949,-0.08234272,-0.09866711,0.05520979
2/19/09,0.00926653,-0.00629945,-0.01081800,-0.03423399,-0.08400970,-0.09868489,0.06718484
2/20/09,0.00926629,-0.00629945,-0.01081800,-0.03564658,-0.08579148,-0.09853353,0.07862944
2/23/09,0.00931669,-0.00629945,-0.01081800,-0.03677220,-0.08719057,-0.09783719,0.09023393
2/24/09,0.00931646,-0.00629945,-0.01081800,-0.03755657,-0.08820196,-0.09649495,0.10114194
2/25/09,0.00926512,-0.00629945,-0.01081800,-0.03810791,-0.08912584,-0.09511809,0.11179823
2/26/09,0.00926489,-0.00629945,-0.01081800,-0.03837026,-0.08968027,-0.09315097,0.12206742
2/27/09,0.00926465,-0.01384172,-0.01081800,-0.03801807,-0.08956757,-0.09047884,0.13165052
3/2/09,0.00931504,-0.00759008,-0.01081800,-0.03701617,-0.08875220,-0.08698622,0.14044211
3/3/09,0.00931481,-0.00759008,-0.01081800,-0.03547852,-0.08717237,-0.08264329,0.14826881
3/4/09,0.00926348,-0.00759008,-0.01081800,-0.03307867,-0.08460455,-0.07728885,0.15491110
3/5/09,0.00926324,-0.00759008,-0.01081800,-0.03024003,-0.08141657,-0.07128980,0.16044025
3/6/09,0.00926301,-0.00759008,-0.01081800,-0.02646101,-0.07717725,-0.06411946,0.16474921
3/9/09,0.00931339,-0.00759008,-0.01081800,-0.02224346,-0.07231192,-0.05622709,0.16795752
3/10/09,0.00931316,-0.00759008,-0.01081800,-0.01701898,-0.06629305,-0.04728828,0.16975547
3/11/09,0.00926184,-0.00759008,-0.01081800,-0.01128627,-0.05982406,-0.03779466,0.17040691
3/12/09,0.00926160,-0.00759008,-0.01081800,-0.00496878,-0.05248961,-0.02764381,0.16992785
3/13/09,0.00926137,-0.00759008,-0.01081800,0.00181980,-0.04463283,-0.01683473,0.16869542
3/16/09,0.00931174,-0.00759008,-0.01081800,0.00919875,-0.03616590,-0.00554872,0.16663829
3/17/09,0.00931151,-0.00759008,-0.01081800,0.01701833,-0.02716313,0.00630662,0.16367003
3/18/09,0.00926020,-0.00759008,-0.01081800,0.02502553,-0.01793240,0.01830377,0.16020597
3/19/09,0.00925996,-0.00759008,-0.01081800,0.03327741,-0.00836875,0.03058689,0.15624506
3/20/09,0.00925973,-0.00759008,-0.01081800,0.04141105,0.00111597,0.04279238,0.15198710
3/23/09,0.00931009,-0.00759008,-0.01081800,0.04990682,0.01107637,0.05520979,0.14734442
3/24/09,0.00923326,-0.00759008,-0.01081800,0.05791231,0.02051402,0.06718484,0.14230955
3/25/09,0.00923303,-0.00759008,-0.01081800,0.06551556,0.02976601,0.07862944,0.13745622
3/26/09,0.00923279,-0.00759008,-0.01081800,0.07305833,0.03902054,0.09023393,0.13233801
3/27/09,0.00923256,0.00000000,-0.01081800,0.08017068,0.04796394,0.10114194,0.12692708
3/30/09,0.00928291,-0.00578510,-0.01081800,0.08688848,0.05653801,0.11179823,0.12105148
3/31/09,0.00923163,-0.00578510,-0.01081800,0.09336821,0.06494843,0.12206742,0.11513577
4/1/09,0.00923139,-0.00578510,-0.01403625,0.09926443,0.07277910,0.13165052,0.10902569
4/2/09,0.00923116,-0.00578510,-0.01403625,0.10435809,0.07981337,0.14044211,0.10298700
4/3/09,0.00923093,-0.00578510,-0.01403625,0.10894093,0.08623467,0.14826881,0.09673016
4/6/09,0.00928127,-0.00578510,-0.00325345,0.11237525,0.09153568,0.15491110,0.09058088
4/7/09,0.00922999,-0.00578510,-0.00325345,0.11515020,0.09615957,0.16044025,0.08459701
4/8/09,0.00922976,-0.00578510,-0.00325345,0.11680195,0.09955800,0.16474921,0.07909342
4/9/09,0.00922952,-0.00578510,-0.00325345,0.11772263,0.10240503,0.16795752,0.07370446
4/13/09,0.00930515,-0.00578510,-0.00325345,0.11764281,0.10397449,0.16975547,0.06875218
4/14/09,0.00930491,-0.00578510,-0.00325345,0.11682577,0.10484807,0.17040691,0.06400577
4/15/09,0.00925364,-0.00578510,-0.00325345,0.11503601,0.10481724,0.16992785,0.05983714
4/16/09,0.00925341,-0.00578510,-0.00325345,0.11283001,0.10424332,0.16869542,0.05581849
4/17/09,0.00925317,-0.00578510,-0.00325345,0.11018495,0.10327005,0.16663829,0.05184137
4/20/09,0.00930350,-0.00578510,-0.00325345,0.10681733,0.10164397,0.16367003,0.04812786
4/21/09,0.00930327,-0.00578510,-0.00325345,0.10333654,0.09991974,0.16020597,0.04468125
4/22/09,0.00925200,-0.00578510,-0.00325345,0.09940217,0.09772094,0.15624506,0.04156415
4/23/09,0.00925177,-0.00578510,-0.00325345,0.09570532,0.09584389,0.15198710,0.03847413
4/24/09,0.00925154,-0.00578510,-0.00325345,0.09155058,0.09352949,0.14734442,0.03566516
4/27/09,0.00930186,-0.00578510,-0.00325345,0.08755881,0.09140092,0.14230955,0.03284217
4/28/09,0.00930162,0.00000000,-0.00325345,0.08367412,0.08942436,0.13745622,0.03027645
4/29/09,0.00925037,-0.00511201,-0.00325345,0.07979492,0.08756817,0.13233801,0.02745012
4/30/09,0.00925013,-0.00511201,-0.00325345,0.07569636,0.08545781,0.12692708,0.02472120
5/1/09,0.00924990,-0.00511201,-0.00325345,0.07151515,0.08324623,0.12105148,0.02210581
5/4/09,0.00930021,-0.00511201,-0.00325345,0.06741630,0.08116650,0.11513577,0.01958317
5/5/09,0.00929998,-0.00511201,-0.00325345,0.06325623,0.07887029,0.10902569,0.01713037
5/6/09,0.00924873,-0.00511201,-0.00325345,0.05944508,0.07680523,0.10298700,0.01462307
5/7/09,0.00924850,-0.00511201,-0.00325345,0.05564512,0.07450029,0.09673016,0.01226762
5/8/09,0.00924826,-0.00511201,-0.00325345,0.05223826,0.07240461,0.09058088,0.00996475
5/11/09,0.00929857,-0.00511201,-0.00325345,0.04926655,0.07022899,0.08459701,0.00789411
5/12/09,0.00929833,-0.00511201,-0.00325345,0.04678881,0.06850105,0.07909342,0.00566501
5/13/09,0.00924709,-0.00511201,-0.00325345,0.04457654,0.06661535,0.07370446,0.00343126
5/14/09,0.00924686,-0.00511201,-0.00325345,0.04285701,0.06508228,0.06875218,0.00139294
