Date,Total Jobs 30d,XLF 30d,VNQ 30d,GDP 1yr,Inflation 1yr,XLI 30d,XLI next 30d
1/18/08,-0.00018743,-0.05402527,-0.04665700,0.01664298,0.00933504,-0.05274670,0.00347529
1/22/08,-0.00018743,-0.05203738,-0.04291511,0.01664298,0.00941152,-0.05256947,0.00439240
1/23/08,-0.00018743,-0.04977238,-0.03883586,0.01664298,0.00935966,-0.05194499,0.00489706
1/24/08,-0.00018743,-0.04748176,-0.03519739,0.01664298,0.00935942,-0.05095040,0.00517095
1/25/08,-0.00018743,-0.04513270,-0.03131638,0.01664298,0.00935918,-0.04952457,0.00525775
1/28/08,-0.00018743,-0.04240322,-0.02712963,0.01664298,0.00941008,-0.04762582,0.00504384
1/29/08,0.00000000,-0.03967202,-0.02296495,0.01664298,0.00940984,-0.04538643,0.00490850
1/30/08,0.00085863,-0.03718089,-0.01877554,0.01664298,0.00935798,-0.04269021,0.00465363
1/31/08,0.00085863,-0.03444936,-0.01451852,0.01664298,0.00935774,-0.03977088,0.00463525
2/1/08,0.00085863,-0.03204100,-0.01013832,0.01664298,0.00935750,-0.03646816,0.00460972
2/4/08,0.00085863,-0.03012657,-0.00629337,0.01664298,0.00940840,-0.03318771,0.00474920
2/5/08,0.00085863,-0.02846933,-0.00257351,0.01664298,0.00940816,-0.02978285,0.00495930
2/6/08,0.00085863,-0.02734521,0.00050480,0.01664298,0.00935631,-0.02630377,0.00529940
2/7/08,0.00085863,-0.02621501,0.00379214,0.01664298,0.00935607,-0.02265945,0.00553798
2/8/08,0.00085863,-0.02590372,0.00610179,0.01664298,0.00935583,-0.01922524,0.00604090
2/11/08,0.00085863,-0.02579902,0.00828977,0.01664298,0.00940671,-0.01570392,0.00656347
2/12/08,0.00085863,-0.02609777,0.01001161,0.01664298,0.00940647,-0.01246576,0.00703289
2/13/08,0.00085863,-0.02687268,0.01129529,0.01664298,0.00935463,-0.00939333,0.00806720
2/14/08,0.00085863,-0.02778237,0.01214118,0.01664298,0.00935439,-0.00639868,0.00869922
2/15/08,0.00085863,-0.02917466,0.01256014,0.01664298,0.00935415,-0.00390084,0.00964702
2/19/08,0.00085863,-0.03047900,0.01280428,0.01664298,0.00943059,-0.00145412,0.01071312
2/20/08,0.00085863,-0.03227743,0.01283204,0.01664298,0.00943035,0.00061134,0.01177250
2/21/08,0.00085863,-0.03451560,0.01232712,0.01664298,0.00935272,0.00222111,0.01302469
2/22/08,0.00085863,-0.03699335,0.01185085,0.01664298,0.00935248,0.00347529,0.01444166
2/25/08,0.00085863,-0.03968208,0.01150348,0.01664298,0.00940335,0.00439240,0.01593696
2/26/08,0.00085863,-0.04278555,0.01075176,0.01664298,0.00940311,0.00489706,0.01764327
2/27/08,0.00085863,-0.04603468,0.01016498,0.01664298,0.00935129,0.00517095,0.01936676
2/28/08,-0.00083835,-0.04897598,0.00997307,0.01664298,0.00935105,0.00525775,0.02094147
2/29/08,-0.00083835,-0.05203256,0.00965274,0.01664298,0.00935081,0.00504384,0.02241173
3/3/08,-0.00083835,-0.05478894,0.00973354,0.01664298,0.00940167,0.00490850,0.02374972
3/4/08,-0.00083835,-0.05693824,0.00997903,0.01664298,0.00940143,0.00465363,0.02482582
3/5/08,-0.00083835,-0.05836284,0.01104924,0.01664298,0.00934961,0.00463525,0.02567829
3/6/08,-0.00083835,-0.05936855,0.01222665,0.01664298,0.00934938,0.00460972,0.02619026
3/7/08,-0.00083835,-0.05953354,0.01406530,0.01664298,0.00934914,0.00474920,0.02666208
3/10/08,-0.00083835,-0.05938145,0.01607416,0.01664298,0.00939999,0.00495930,0.02692939
3/11/08,-0.00083835,-0.05835014,0.01890169,0.01664298,0.00939975,0.00529940,0.02725001
3/12/08,-0.00083835,-0.05735164,0.02146207,0.01664298,0.00934794,0.00553798,0.02757885
3/13/08,-0.00083835,-0.05568226,0.02457077,0.01664298,0.00934770,0.00604090,0.02796435
3/14/08,-0.00083835,-0.05346669,0.02795399,0.01664298,0.00934747,0.00656347,0.02807251
3/17/08,-0.00083835,-0.05104879,0.03142986,0.01664298,0.00939830,0.00703289,0.02844061
3/18/08,-0.00083835,-0.04787317,0.03517438,0.01664298,0.00939806,0.00806720,0.02834715
3/19/08,-0.00083835,-0.04494821,0.03880210,0.01664298,0.00934627,0.00869922,0.02829731
3/20/08,-0.00083835,-0.04151515,0.04253065,0.01664298,0.00934603,0.00964702,0.02824771
3/24/08,-0.00083835,-0.03813597,0.04619277,0.01664298,0.00942240,0.01071312,0.02816616
3/25/08,-0.00083835,-0.03447402,0.04962289,0.01664298,0.00942216,0.01177250,0.02801204
3/26/08,-0.00083835,-0.03057252,0.05309678,0.01664298,0.00942192,0.01302469,0.02777647
3/27/08,-0.00083835,-0.02616808,0.05665516,0.01664298,0.00937013,0.01444166,0.02739906
3/28/08,-0.00079390,-0.02152811,0.06009665,0.01664298,0.00936989,0.01593696,0.02692793
3/31/08,-0.00079390,-0.01655335,0.06331323,0.01664298,0.00942072,0.01764327,0.02639189
4/1/08,-0.00079390,-0.01101510,0.06672720,0.01664298,0.00942048,0.01936676,0.02580658
4/2/08,-0.00079390,-0.00590473,0.06930175,0.01664298,0.00942023,0.02094147,0.02522340
4/3/08,-0.00079390,-0.00078468,0.07175551,0.01664298,0.00936846,0.02241173,0.02458425
4/4/08,-0.00079390,0.00405887,0.07356471,0.01664298,0.00936822,0.02374972,0.02398899
4/7/08,-0.00079390,0.00842934,0.07490482,0.01664298,0.00941903,0.02482582,0.02338975
4/8/08,-0.00079390,0.01213445,0.07561244,0.01664298,0.00941879,0.02567829,0.02260814
4/9/08,-0.00079390,0.01540603,0.07569214,0.01664298,0.00934126,0.02619026,0.02195912
4/10/08,-0.00079390,0.01817106,0.07544593,0.01664298,0.00934102,0.02666208,0.02094346
4/11/08,-0.00079390,0.02079367,0.07497596,0.01664298,0.00934079,0.02692939,0.01971354
4/14/08,-0.00079390,0.02302290,0.07408944,0.01664298,0.00939159,0.02725001,0.01817334
4/15/08,-0.00079390,0.02519834,0.07309880,0.01664298,0.00939135,0.02757885,0.01625591
4/16/08,-0.00079390,0.02698431,0.07184237,0.01664298,0.00933959,0.02796435,0.01411567
4/17/08,-0.00079390,0.02825708,0.07024196,0.01664298,0.00933936,0.02807251,0.01180132
4/18/08,-0.00079390,0.02936993,0.06839899,0.01664298,0.00933912,0.02844061,0.00926006
4/21/08,-0.00079390,0.02972388,0.06620308,0.01664298,0.00938991,0.02834715,0.00658994
4/22/08,-0.00079390,0.03021420,0.06396519,0.01664298,0.00938967,0.02829731,0.00379864
4/23/08,-0.00079390,0.03035422,0.06162459,0.01664298,0.00933793,0.02824771,0.00088523
4/24/08,-0.00079390,0.03049369,0.05924970,0.01664298,0.00933769,0.02816616,-0.00231126
4/25/08,0.00000000,0.03016943,0.05670874,0.01664298,0.00933745,0.02801204,-0.00561629
4/28/08,0.00000000,0.02966961,0.05406632,0.01664298,0.00938823,0.02777647,-0.00912882
4/29/08,-0.00254601,0.02836717,0.05114733,0.01664298,0.00938800,0.02739906,-0.01288888
4/30/08,-0.00254601,0.02647188,0.04784202,0.01664298,0.00933626,0.02692793,-0.01669663
5/1/08,-0.00254601,0.02442104,0.04481881,0.01664298,0.00933602,0.02639189,-0.02074655
5/2/08,-0.00254601,0.02163270,0.04147116,0.01664298,0.00933578,0.02580658,-0.02471836
5/5/08,-0.00254601,0.01864917,0.03843616,0.01664298,0.00938656,0.02522340,-0.02907502
5/6/08,-0.00254601,0.01538731,0.03535450,0.01664298,0.00938632,0.02458425,-0.03318712
5/7/08,-0.00254601,0.01188254,0.03232038,0.01664298,0.00933459,0.02398899,-0.03747547
5/8/08,-0.00254601,0.00829703,0.02956092,0.01664298,0.00933435,0.02338975,-0.04173992
5/9/08,-0.00254601,0.00444898,0.02660625,0.01664298,0.00933412,0.02260814,-0.04595974
5/12/08,-0.00254601,0.00065846,0.02391745,0.01664298,0.00938488,0.02195912,-0.05003430
5/13/08,-0.00254601,-0.00351050,0.02101266,0.01664298,0.00938464,0.02094346,-0.05394532
5/14/08,-0.00254601,-0.00797010,0.01793625,0.01664298,0.00933293,0.01971354,-0.05758802
5/15/08,-0.00254601,-0.01290450,0.01461244,0.01664298,0.00933269,0.01817334,-0.06105120
5/16/08,-0.00254601,-0.01816519,0.01118189,0.01664298,0.00933245,0.01625591,-0.06403600
5/19/08,-0.00254601,-0.02349782,0.00782243,0.01664298,0.00938321,0.01411567,-0.06687113
5/20/08,-0.00254601,-0.02886761,0.00430593,0.01664298,0.00938297,0.01180132,-0.06948869
5/21/08,-0.00254601,-0.03450893,0.00075346,0.01664298,0.00933126,0.00926006,-0.07185217
5/22/08,-0.00254601,-0.03988943,-0.00265900,0.01664298,0.00933102,0.00658994,-0.07407708
5/23/08,-0.00254601,-0.04555931,-0.00607833,0.01664298,0.00933078,0.00379864,-0.07574224
5/27/08,-0.00254601,-0.05118476,-0.00951803,0.01664298,0.00940703,0.00088523,-0.07723529
5/28/08,0.00000000,-0.05698942,-0.01298325,0.01664298,0.00940679,-0.00231126,-0.07824571
5/29/08,0.00000000,-0.06261219,-0.01631996,0.01664298,0.00932936,-0.00561629,-0.07870569
5/30/08,-0.00314678,-0.06823596,-0.01968891,0.01664298,0.00932912,-0.00912882,-0.07877875
6/2/08,-0.00314678,-0.07377569,-0.02314561,0.01664298,0.00937986,-0.01288888,-0.07812920
6/3/08,-0.00314678,-0.07891712,-0.02638662,0.01664298,0.00937962,-0.01669663,-0.07706897
6/4/08,-0.00314678,-0.08417540,-0.02997665,0.01664298,0.00932793,-0.02074655,-0.07544914
6/5/08,-0.00314678,-0.08884656,-0.03315095,0.01664298,0.00932769,-0.02471836,-0.07348853
6/6/08,-0.00314678,-0.09371542,-0.03695198,0.01664298,0.00932746,-0.02907502,-0.07087060
6/9/08,-0.00314678,-0.09818764,-0.04047381,0.01664298,0.00937819,-0.03318712,-0.06803995
6/10/08,-0.00314678,-0.10245897,-0.04397651,0.01664298,0.00937795,-0.03747547,-0.06464074
6/11/08,-0.00314678,-0.10680528,-0.04770533,0.01664298,0.00932627,-0.04173992,-0.06090496
6/12/08,-0.00314678,-0.11092939,-0.05121308,0.01664298,0.00932603,-0.04595974,-0.05670484
6/13/08,-0.00314678,-0.11477287,-0.05458529,0.01664298,0.00932579,-0.05003430,-0.05225669
6/16/08,-0.00314678,-0.11844640,-0.05785292,0.01664298,0.00937651,-0.05394532,-0.04764269
6/17/08,-0.00314678,-0.12184160,-0.06095378,0.01664298,0.00937627,-0.05758802,-0.04289554
6/18/08,-0.00314678,-0.12484860,-0.06374665,0.01664298,0.00932460,-0.06105120,-0.03800021
6/19/08,-0.00314678,-0.12706352,-0.06604065,0.01664298,0.00932437,-0.06403600,-0.03298937
6/20/08,-0.00314678,-0.12906034,-0.06815479,0.01664298,0.00932413,-0.06687113,-0.02812549
6/23/08,-0.00314678,-0.13098846,-0.07026282,0.01664298,0.00937484,-0.06948869,-0.02294147
6/24/08,-0.00314678,-0.13217959,-0.07182429,0.01664298,0.00937460,-0.07185217,-0.01798769
6/25/08,-0.00314678,-0.13334057,-0.07325160,0.01664298,0.00932294,-0.07407708,-0.01272759
6/26/08,-0.00314678,-0.13378674,-0.07432646,0.01664298,0.00932270,-0.07574224,-0.00787479
6/27/08,-0.00215002,-0.13394285,-0.07518109,0.01664298,0.00932247,-0.07723529,-0.00315916
6/30/08,-0.00215002,-0.13353761,-0.07560776,0.01664298,0.00937317,-0.07824571,0.00133540
7/1/08,-0.00215002,-0.13251410,-0.07561543,0.01664298,0.00937293,-0.07870569,0.00522560
7/2/08,-0.00215002,-0.13096277,-0.07534154,0.01664298,0.00932128,-0.07877875,0.00891693
7/3/08,-0.00215002,-0.12845012,-0.07421211,0.01664298,0.00932104,-0.07812920,0.01218022
7/7/08,-0.00215002,-0.12571379,-0.07303139,0.01664298,0.00937150,-0.07706897,0.01459605
7/8/08,-0.00215002,-0.12198128,-0.07073838,0.01664298,0.00937126,-0.07544914,0.01676985
7/9/08,-0.00215002,-0.11796031,-0.06851648,0.01664298,0.00931962,-0.07348853,0.01839481
7/10/08,-0.00215002,-0.11305715,-0.06536345,0.01664298,0.00931938,-0.07087060,0.01935611
7/11/08,-0.00215002,-0.10768752,-0.06185360,0.01664298,0.00931914,-0.06803995,0.01973491
7/14/08,-0.00215002,-0.10148805,-0.05788137,0.01664298,0.00936983,-0.06464074,0.01952530
7/15/08,-0.00215002,-0.09458007,-0.05330478,0.01664298,0.00936959,-0.06090496,0.01867726
7/16/08,-0.00215002,-0.08658454,-0.04811292,0.01664298,0.00931796,-0.05670484,0.01754509
7/17/08,-0.00215002,-0.07846476,-0.04273176,0.01664298,0.00931772,-0.05225669,0.01590660
7/18/08,-0.00215002,-0.06995034,-0.03718555,0.01664298,0.00931748,-0.04764269,0.01387639
7/21/08,-0.00215002,-0.06145599,-0.03150069,0.01664298,0.00936816,-0.04289554,0.01162045
7/22/08,-0.00215002,-0.05284143,-0.02580756,0.01664298,0.00936792,-0.03800021,0.00923034
7/23/08,-0.00215002,-0.04439021,-0.01993213,0.01664298,0.00931630,-0.03298937,0.00635516
7/24/08,-0.00215002,-0.03663553,-0.01476192,0.01664298,0.00931606,-0.02812549,0.00334279
7/25/08,-0.00215002,-0.02829808,-0.00902970,0.01664298,0.00931582,-0.02294147,-0.00041447
7/28/08,0.00000000,-0.02059102,-0.00366341,0.01664298,0.00936649,-0.01798769,-0.00397599
7/29/08,0.00000000,-0.01248773,0.00183617,0.01664298,0.00936625,-0.01272759,-0.00822247
7/30/08,-0.00296603,-0.00512792,0.00690756,0.01664298,0.00931464,-0.00787479,-0.01286598
7/31/08,-0.00296603,0.00190741,0.01183801,0.01664298,0.00931440,-0.00315916,-0.01767564
8/1/08,-0.00296603,0.00851928,0.01663015,0.01664298,0.00931416,0.00133540,-0.02299393
8/4/08,-0.00296603,0.01401775,0.02067832,0.01664298,0.00936482,0.00522560,-0.02848240
8/5/08,-0.00296603,0.01933375,0.02472793,0.01664298,0.00936458,0.00891693,-0.03401639
8/6/08,-0.00296603,0.02366936,0.02821003,0.01664298,0.00931298,0.01218022,-0.04031968
8/7/08,-0.00296603,0.02701105,0.03112129,0.01664298,0.00931274,0.01459605,-0.04639991
8/8/08,-0.00296603,0.02962901,0.03341040,0.01664298,0.00931250,0.01676985,-0.05263348
8/11/08,-0.00296603,0.03170933,0.03533630,0.01664298,0.00936315,0.01839481,-0.05915720
8/12/08,-0.00296603,0.03245474,0.03652863,0.01664298,0.00936292,0.01935611,-0.06601601
8/13/08,-0.00296603,0.03194676,0.03669879,0.01664298,0.00931132,0.01973491,-0.07244033
8/14/08,-0.00296603,0.03078225,0.03662368,0.01664298,0.00931108,0.01952530,-0.07937061
8/15/08,-0.00296603,0.02850894,0.03568550,0.01664298,0.00931085,0.01867726,-0.08595538
8/18/08,-0.00296603,0.02576584,0.03465285,0.01664298,0.00936149,0.01754509,-0.09293327
8/19/08,-0.00296603,0.02277124,0.03315091,0.01664298,0.00936125,0.01590660,-0.10024629
8/20/08,-0.00296603,0.01938845,0.03132222,0.01664298,0.00930966,0.01387639,-0.10760114
8/21/08,-0.00296603,0.01649118,0.02967903,0.01664298,0.00930942,0.01162045,-0.11530521
8/22/08,-0.00296603,0.01397975,0.02826462,0.01664298,0.00930919,0.00923034,-0.12326852
8/25/08,-0.00296603,0.01129389,0.02632823,0.01664298,0.00935982,0.00635516,-0.13097740
8/26/08,-0.00296603,0.00922614,0.02489188,0.01664298,0.00935958,0.00334279,-0.13918497
8/27/08,0.00000000,0.00619394,0.02276793,0.01664298,0.00930800,-0.00041447,-0.14681537
8/28/08,0.00000000,0.00418118,0.02133115,0.01664298,0.00930777,-0.00397599,-0.15434210
8/29/08,-0.00368374,0.00151056,0.01920085,0.01664298,0.00930753,-0.00822247,-0.16167638
9/2/08,-0.00368374,-0.00127814,0.01696118,0.01664298,0.00938358,-0.01286598,-0.16819004
9/3/08,-0.00368374,-0.00387431,0.01465482,0.01664298,0.00938334,-0.01767564,-0.17448891
9/4/08,-0.00368374,-0.00703690,0.01177229,0.01664298,0.00930611,-0.02299393,-0.18016587
9/5/08,-0.00368374,-0.01023083,0.00852209,0.01664298,0.00930587,-0.02848240,-0.18494305
9/8/08,-0.00368374,-0.01347603,0.00525911,0.01664298,0.00935649,-0.03401639,-0.18941208
9/9/08,-0.00368374,-0.01777491,0.00088037,0.01664298,0.00935625,-0.04031968,-0.19304934
9/10/08,-0.00368374,-0.02174695,-0.00315894,0.01664298,0.00930469,-0.04639991,-0.19597443
9/11/08,-0.00368374,-0.02583126,-0.00758049,0.01664298,0.00930445,-0.05263348,-0.19812136
9/12/08,-0.00368374,-0.02998108,-0.01235049,0.01664298,0.00930422,-0.05915720,-0.20016966
9/15/08,-0.00368374,-0.03494371,-0.01787650,0.01664298,0.00935482,-0.06601601,-0.20093640
9/16/08,-0.00368374,-0.03845331,-0.02253825,0.01664298,0.00935459,-0.07244033,-0.20167455
9/17/08,-0.00368374,-0.04284429,-0.02839480,0.01664298,0.00930304,-0.07937061,-0.20151435
9/18/08,-0.00368374,-0.04692562,-0.03413558,0.01664298,0.00930280,-0.08595538,-0.20094697
9/19/08,-0.00368374,-0.05134759,-0.04058869,0.01664298,0.00930256,-0.09293327,-0.19970626
9/22/08,-0.00368374,-0.05704575,-0.04815188,0.01664298,0.00935316,-0.10024629,-0.19746670
9/23/08,-0.00368374,-0.06297572,-0.05599940,0.01664298,0.00935292,-0.10760114,-0.19453614
9/24/08,-0.00368374,-0.06997170,-0.06475808,0.01664298,0.00930138,-0.11530521,-0.19065285
9/25/08,-0.00368374,-0.07799178,-0.07458994,0.01664298,0.00930114,-0.12326852,-0.18554493
9/26/08,-0.00368374,-0.08588977,-0.08442620,0.01664298,0.00930091,-0.13097740,-0.18041844
9/29/08,-0.00303397,-0.09554914,-0.09592841,0.01664298,0.00935149,-0.13918497,-0.17417713
9/30/08,-0.00303397,-0.10435578,-0.10696479,0.01664298,0.00935126,-0.14681537,-0.16764137
10/1/08,-0.00303397,-0.11383577,-0.11889675,0.01664298,0.00929973,-0.15434210,-0.16137746
10/2/08,-0.00303397,-0.12355626,-0.13113631,0.01664298,0.00929949,-0.16167638,-0.15446035
10/3/08,-0.00303397,-0.13287832,-0.14301932,0.01664298,0.00929925,-0.16819004,-0.14791564
10/6/08,-0.00303397,-0.14226029,-0.15507587,0.01664298,0.00934983,-0.17448891,-0.14148081
10/7/08,-0.00303397,-0.15109551,-0.16683635,0.01664298,0.00934959,-0.18016587,-0.13483614
10/8/08,-0.00303397,-0.15867410,-0.17747047,0.01664298,0.00929807,-0.18494305,-0.12888039
10/9/08,-0.00303397,-0.16616446,-0.18856402,0.01664298,0.00929784,-0.18941208,-0.12290358
10/10/08,-0.00303397,-0.17234063,-0.19849054,0.01664298,0.00929760,-0.19304934,-0.11728356
10/13/08,-0.00303397,-0.17814940,-0.20831313,0.01664298,0.00934817,-0.19597443,-0.11131709
10/14/08,-0.00303397,-0.18309417,-0.21749648,0.01664298,0.00934793,-0.19812136,-0.10623928
10/15/08,-0.00303397,-0.18870190,-0.22704162,0.01664298,0.00929642,-0.20016966,-0.10083680
10/16/08,-0.00303397,-0.19313424,-0.23519471,0.01664298,0.00929618,-0.20093640,-0.09546444
10/17/08,-0.00303397,-0.19814415,-0.24355476,0.01664298,0.00929595,-0.20167455,-0.08996443
10/20/08,-0.00303397,-0.20269514,-0.25124331,0.01664298,0.00934651,-0.20151435,-0.08441069
10/21/08,-0.00303397,-0.20692967,-0.25835825,0.01664298,0.00934627,-0.20094697,-0.07880101
10/22/08,-0.00303397,-0.21101876,-0.26495684,0.01664298,0.00929477,-0.19970626,-0.07314262
10/23/08,-0.00303397,-0.21386266,-0.27020998,0.01664298,0.00929453,-0.19746670,-0.06828147
10/24/08,-0.00303397,-0.21616991,-0.27473356,0.01664298,0.00929429,-0.19453614,-0.06367112
10/27/08,0.00000000,-0.21760298,-0.27813841,0.01664298,0.00934485,-0.19065285,-0.05913320
10/28/08,0.00000000,-0.21748438,-0.27990061,0.01664298,0.00934461,-0.18554493,-0.05539944
10/29/08,0.00000000,-0.21810693,-0.28181171,0.01664298,0.00929311,-0.18041844,-0.05131767
10/30/08,-0.00442567,-0.21682029,-0.28163461,0.01664298,0.00929288,-0.17417713,-0.04698656
10/31/08,-0.00442567,-0.21542067,-0.28106269,0.01664298,0.00929264,-0.16764137,-0.04300725
11/3/08,-0.00442567,-0.21409139,-0.28029897,0.01664298,0.00934318,-0.16137746,-0.03816565
11/4/08,-0.00442567,-0.21187019,-0.27819404,0.01664298,0.00934295,-0.15446035,-0.03336735
11/5/08,-0.00442567,-0.20986111,-0.27601574,0.01664298,0.00929146,-0.14791564,-0.02873870
11/6/08,-0.00442567,-0.20794579,-0.27377005,0.01664298,0.00929123,-0.14148081,-0.02354345
11/7/08,-0.00442567,-0.20582626,-0.27027120,0.01664298,0.00929099,-0.13483614,-0.01879917
11/10/08,-0.00442567,-0.20471677,-0.26793222,0.01664298,0.00934152,-0.12888039,-0.01359058
11/11/08,-0.00442567,-0.20344606,-0.26396681,0.01664298,0.00934129,-0.12290358,-0.00882564
11/12/08,-0.00442567,-0.20279484,-0.26031774,0.01664298,0.00928981,-0.11728356,-0.00397221
11/13/08,-0.00442567,-0.20117990,-0.25514598,0.01664298,0.00928958,-0.11131709,0.00033892
11/14/08,-0.00442567,-0.20031219,-0.25034481,0.01664298,0.00928934,-0.10623928,0.00414472
11/17/08,-0.00442567,-0.19853428,-0.24425351,0.01664298,0.00933986,-0.10083680,0.00778653
11/18/08,-0.00442567,-0.19597656,-0.23701735,0.01664298,0.00933963,-0.09546444,0.01062848
11/19/08,-0.00442567,-0.19262102,-0.22911177,0.01664298,0.00928816,-0.08996443,0.01283500
11/20/08,-0.00442567,-0.18833852,-0.21984170,0.01664298,0.00928793,-0.08441069,0.01444825
11/21/08,-0.00442567,-0.18336617,-0.20971475,0.01664298,0.00928769,-0.07880101,0.01551999
11/24/08,-0.00442567,-0.17750116,-0.19848855,0.01664298,0.00931259,-0.07314262,0.01583455
11/25/08,-0.00442567,-0.17183425,-0.18758993,0.01664298,0.00926114,-0.06828147,0.01616005
11/26/08,-0.00442567,-0.16598959,-0.17619602,0.01664298,0.00926090,-0.06367112,0.01603072
11/28/08,-0.00514338,-0.15935926,-0.16403188,0.01664298,0.00928604,-0.05913320,0.01503138
12/1/08,-0.00514338,-0.15377368,-0.15293895,0.01664298,0.00933655,-0.05539944,0.01334086
12/2/08,-0.00514338,-0.14668267,-0.13999442,0.01664298,0.00933631,-0.05131767,0.01109536
12/3/08,-0.00514338,-0.13904650,-0.12646747,0.01664298,0.00928486,-0.04698656,0.00767988
12/4/08,-0.00514338,-0.13161017,-0.11307691,0.01664298,0.00928463,-0.04300725,0.00377565
12/5/08,-0.00514338,-0.12301865,-0.09816710,0.01664298,0.00928439,-0.03816565,-0.00063305
12/8/08,-0.00514338,-0.11466186,-0.08326306,0.01664298,0.00933489,-0.03336735,-0.00562993
12/9/08,-0.00514338,-0.10641174,-0.06894151,0.01664298,0.00933465,-0.02873870,-0.01053901
12/10/08,-0.00514338,-0.09740219,-0.05268941,0.01664298,0.00928321,-0.02354345,-0.01612534
12/11/08,-0.00514338,-0.08885307,-0.03841806,0.01664298,0.00928298,-0.01879917,-0.02155585
12/12/08,-0.00514338,-0.07950852,-0.02227059,0.01664298,0.00928274,-0.01359058,-0.02720240
12/15/08,-0.00514338,-0.07099577,-0.00789939,0.01664298,0.00933323,-0.00882564,-0.03294014
12/16/08,-0.00514338,-0.06239332,0.00640536,0.01664298,0.00933300,-0.00397221,-0.03855392
12/17/08,-0.00514338,-0.05466728,0.01955430,0.01664298,0.00928157,0.00033892,-0.04416157
12/18/08,-0.00514338,-0.04849393,0.03083731,0.01664298,0.00928133,0.00414472,-0.04976391
12/19/08,-0.00514338,-0.04257523,0.04193970,0.01664298,0.00928110,0.00778653,-0.05531005
12/22/08,-0.00514338,-0.03852306,0.05010432,0.01664298,0.00933158,0.01062848,-0.06091411
12/23/08,-0.00514338,-0.03607625,0.05645275,0.01664298,0.00933134,0.01283500,-0.06653004
12/24/08,-0.00514338,-0.03476088,0.06100171,0.01664298,0.00927992,0.01444825,-0.07223747
12/26/08,-0.00514338,-0.03514592,0.06383003,0.01664298,0.00927945,0.01551999,-0.07800965
12/29/08,0.00000000,-0.03666681,0.06474739,0.01664298,0.00932992,0.01583455,-0.08386130
12/30/08,-0.00499388,-0.03898123,0.06522887,0.01664298,0.00932968,0.01616005,-0.08953375
12/31/08,-0.00499388,-0.04204775,0.06464453,0.01664298,0.00927827,0.01603072,-0.09516007
1/2/09,-0.00499388,-0.04707647,0.06149409,-0.02037206,0.00927780,0.01503138,-0.10034973
1/5/09,-0.00499388,-0.05298260,0.05740136,-0.02037206,0.00932826,0.01334086,-0.10526620
1/6/09,-0.00499388,-0.05969291,0.05208998,-0.02037206,0.00932803,0.01109536,-0.10988396
1/7/09,-0.00499388,-0.06823698,0.04429793,-0.02037206,0.00927663,0.00767988,-0.11439053
1/8/09,-0.00499388,-0.07727637,0.03586822,-0.02037206,0.00927639,0.00377565,-0.11846218
1/9/09,-0.00499388,-0.08660077,0.02689252,-0.02037206,0.00927616,-0.00063305,-0.12246355
1/12/09,-0.00499388,-0.09660864,0.01681292,-0.02037206,0.00932661,-0.00562993,-0.12610495
1/13/09,-0.00499388,-0.10616377,0.00763201,-0.02037206,0.00932637,-0.01053901,-0.12992727
1/14/09,-0.00499388,-0.11634202,-0.00323456,-0.02037206,0.00927498,-0.01612534,-0.13333711
1/15/09,-0.00499388,-0.12610591,-0.01320632,-0.02037206,0.00927475,-0.02155585,-0.13624435
1/16/09,-0.00499388,-0.13568785,-0.02367716,-0.02037206,0.00927451,-0.02720240,-0.13911520
1/20/09,-0.00499388,-0.14501095,-0.03406305,-0.02037206,0.00935029,-0.03294014,-0.14152971
1/21/09,-0.00499388,-0.15310308,-0.04373264,-0.02037206,0.00935006,-0.03855392,-0.14320227
1/22/09,-0.00499388,-0.16095436,-0.05366212,-0.02037206,0.00927310,-0.04416157,-0.14483158
1/23/09,-0.00499388,-0.16761661,-0.06240672,-0.02037206,0.00927287,-0.04976391,-0.14574970
1/26/09,-0.00499388,-0.17366696,-0.07136668,-0.02037206,0.00932330,-0.05531005,-0.14579582
1/27/09,-0.00499388,-0.17943070,-0.07976690,-0.02037206,0.00932306,-0.06091411,-0.14504122
1/28/09,-0.00499388,-0.18395006,-0.08748149,-0.02037206,0.00927169,-0.06653004,-0.14312597
1/29/09,0.00000000,-0.18861351,-0.09524069,-0.02037206,0.00927146,-0.07223747,-0.14010989
1/30/09,-0.00629945,-0.19266760,-0.10290007,-0.02037206,0.00927122,-0.07800965,-0.13611468
2/2/09,-0.00629945,-0.19645052,-0.11026097,-0.02037206,0.00932165,-0.08386130,-0.13095714
2/3/09,-0.00629945,-0.19978819,-0.11742112,-0.02037206,0.00932141,-0.08953375,-0.12480588
2/4/09,-0.00629945,-0.20262874,-0.12446815,-0.02037206,0.00927005,-0.09516007,-0.11742672
2/5/09,-0.00629945,-0.20460419,-0.13074012,-0.02037206,0.00926981,-0.10034973,-0.10932213
2/6/09,-0.00629945,-0.20583555,-0.13640092,-0.02037206,0.00926958,-0.10526620,-0.10012384
2/9/09,-0.00629945,-0.20627608,-0.14152774,-0.02037206,0.00932000,-0.10988396,-0.09022512
2/10/09,-0.00629945,-0.20657114,-0.14653914,-0.02037206,0.00931976,-0.11439053,-0.07916555
2/11/09,-0.00629945,-0.20590186,-0.15111798,-0.02037206,0.00926840,-0.11846218,-0.06750228
2/12/09,-0.00629945,-0.20505942,-0.15540444,-0.02037206,0.00926817,-0.12246355,-0.05519223
