Date,Inflation 1yr,Total Jobs 30d,SPY 30d,XLF 30d,XLY 30d,XLP 30d,XLP next 30d
12/24/07,0.00944435,0.00053426,-0.00924141,-0.04309798,-0.04129104,0.00683875,-0.04209631
12/26/07,0.00946970,0.00053426,-0.01095263,-0.04411316,-0.04289429,0.00419995,-0.04143454
12/27/07,0.00946946,0.00053426,-0.01331443,-0.04581911,-0.04493602,0.00116647,-0.04038203
12/28/07,0.00939171,-0.00018743,-0.01585841,-0.04746806,-0.04694970,-0.00182456,-0.03909627
12/31/07,0.00944265,-0.00018743,-0.01864662,-0.04922296,-0.04901008,-0.00491358,-0.03764464
1/2/08,0.00946800,-0.00018743,-0.02180041,-0.05132118,-0.05124928,-0.00807657,-0.03607369
1/3/08,0.00946776,-0.00018743,-0.02496915,-0.05322040,-0.05320802,-0.01120229,-0.03436179
1/4/08,0.00936421,-0.00018743,-0.02834317,-0.05505385,-0.05512831,-0.01429096,-0.03233407
1/7/08,0.00941514,-0.00018743,-0.03163207,-0.05656840,-0.05655413,-0.01724807,-0.03033271
1/8/08,0.00941490,-0.00018743,-0.03498687,-0.05800594,-0.05784695,-0.02024921,-0.02801805
1/9/08,0.00936301,-0.00018743,-0.03813447,-0.05880141,-0.05865733,-0.02310947,-0.02565913
1/10/08,0.00936277,-0.00018743,-0.04115707,-0.05927057,-0.05892364,-0.02587297,-0.02322434
1/11/08,0.00936253,-0.00018743,-0.04404541,-0.05930836,-0.05885802,-0.02857660,-0.02065382
1/14/08,0.00941345,-0.00018743,-0.04674558,-0.05902927,-0.05823772,-0.03109448,-0.01812986
1/15/08,0.00941321,-0.00018743,-0.04922544,-0.05840108,-0.05718263,-0.03342618,-0.01548290
1/16/08,0.00933552,-0.00018743,-0.05130531,-0.05714907,-0.05554646,-0.03542960,-0.01298678
1/17/08,0.00933528,-0.00018743,-0.05313663,-0.05577419,-0.05346801,-0.03731654,-0.01050826
1/18/08,0.00933504,-0.00018743,-0.05461141,-0.05402527,-0.05109723,-0.03889183,-0.00816336
1/22/08,0.00941152,-0.00018743,-0.05576119,-0.05203738,-0.04819856,-0.04024963,-0.00591420
1/23/08,0.00935966,-0.00018743,-0.05647235,-0.04977238,-0.04504653,-0.04125736,-0.00381599
1/24/08,0.00935942,-0.00018743,-0.05683520,-0.04748176,-0.04157316,-0.04201261,-0.00203433
1/25/08,0.00935918,-0.00018743,-0.05686070,-0.04513270,-0.03790749,-0.04244509,-0.00025434
1/28/08,0.00941008,-0.00018743,-0.05637216,-0.04240322,-0.03379015,-0.04245251,0.00116282
1/29/08,0.00940984,0.00000000,-0.05550068,-0.03967202,-0.02946968,-0.04209631,0.00251660
1/30/08,0.00935798,0.00085863,-0.05431368,-0.03718089,-0.02505320,-0.04143454,0.00378529
1/31/08,0.00935774,0.00085863,-0.05272805,-0.03444936,-0.02035265,-0.04038203,0.00497052
2/1/08,0.00935750,0.00085863,-0.05084723,-0.03204100,-0.01570817,-0.03909627,0.00613537
2/4/08,0.00940840,0.00085863,-0.04891813,-0.03012657,-0.01129492,-0.03764464,0.00721774
2/5/08,0.00940816,0.00085863,-0.04676738,-0.02846933,-0.00697378,-0.03607369,0.00826873
2/6/08,0.00935631,0.00085863,-0.04458987,-0.02734521,-0.00306589,-0.03436179,0.00932964
2/7/08,0.00935607,0.00085863,-0.04205692,-0.02621501,0.00088922,-0.03233407,0.01014807
2/8/08,0.00935583,0.00085863,-0.03968810,-0.02590372,0.00414246,-0.03033271,0.01107784
2/11/08,0.00940671,0.00085863,-0.03711094,-0.02579902,0.00717824,-0.02801805,0.01188900
2/12/08,0.00940647,0.00085863,-0.03462332,-0.02609777,0.00964380,-0.02565913,0.01268818
2/13/08,0.00935463,0.00085863,-0.03217563,-0.02687268,0.01156227,-0.02322434,0.01354082
2/14/08,0.00935439,0.00085863,-0.02962439,-0.02778237,0.01303976,-0.02065382,0.01435143
2/15/08,0.00935415,0.00085863,-0.02736277,-0.02917466,0.01384870,-0.01812986,0.01517330
2/19/08,0.00943059,0.00085863,-0.02499679,-0.03047900,0.01424567,-0.01548290,0.01589800
2/20/08,0.00943035,0.00085863,-0.02284660,-0.03227743,0.01426755,-0.01298678,0.01657942
2/21/08,0.00935272,0.00085863,-0.02098741,-0.03451560,0.01350583,-0.01050826,0.01715614
2/22/08,0.00935248,0.00085863,-0.01940131,-0.03699335,0.01252496,-0.00816336,0.01785574
2/25/08,0.00940335,0.00085863,-0.01802255,-0.03968208,0.01106310,-0.00591420,0.01848270
2/26/08,0.00940311,0.00085863,-0.01703347,-0.04278555,0.00911636,-0.00381599,0.01900606
2/27/08,0.00935129,0.00085863,-0.01639150,-0.04603468,0.00681381,-0.00203433,0.01971651
2/28/08,0.00935105,-0.00083835,-0.01582736,-0.04897598,0.00440635,-0.00025434,0.02012306
2/29/08,0.00935081,-0.00083835,-0.01561858,-0.05203256,0.00164131,0.00116282,0.02052917
3/3/08,0.00940167,-0.00083835,-0.01545679,-0.05478894,-0.00112013,0.00251660,0.02087857
3/4/08,0.00940143,-0.00083835,-0.01531857,-0.05693824,-0.00377772,0.00378529,0.02094446
3/5/08,0.00934961,-0.00083835,-0.01500548,-0.05836284,-0.00617230,0.00497052,0.02097426
3/6/08,0.00934938,-0.00083835,-0.01472458,-0.05936855,-0.00844550,0.00613537,0.02068957
3/7/08,0.00934914,-0.00083835,-0.01427859,-0.05953354,-0.01045078,0.00721774,0.02047329
3/10/08,0.00939999,-0.00083835,-0.01385353,-0.05938145,-0.01228406,0.00826873,0.02011108
3/11/08,0.00939975,-0.00083835,-0.01319127,-0.05835014,-0.01370353,0.00932964,0.01965402
3/12/08,0.00934794,-0.00083835,-0.01273128,-0.05735164,-0.01510125,0.01014807,0.01928993
3/13/08,0.00934770,-0.00083835,-0.01205942,-0.05568226,-0.01607298,0.01107784,0.01867602
3/14/08,0.00934747,-0.00083835,-0.01125854,-0.05346669,-0.01671633,0.01188900,0.01800860
3/17/08,0.00939830,-0.00083835,-0.01047443,-0.05104879,-0.01712729,0.01268818,0.01713481
3/18/08,0.00939806,-0.00083835,-0.00924839,-0.04787317,-0.01683441,0.01354082,0.01624931
3/19/08,0.00934627,-0.00083835,-0.00822561,-0.04494821,-0.01653209,0.01435143,0.01526078
3/20/08,0.00934603,-0.00083835,-0.00688553,-0.04151515,-0.01586658,0.01517330,0.01425424
3/24/08,0.00942240,-0.00083835,-0.00545877,-0.03813597,-0.01487309,0.01589800,0.01334155
3/25/08,0.00942216,-0.00083835,-0.00395524,-0.03447402,-0.01389331,0.01657942,0.01230957
3/26/08,0.00942192,-0.00083835,-0.00225877,-0.03057252,-0.01253597,0.01715614,0.01150551
3/27/08,0.00937013,-0.00083835,-0.00025465,-0.02616808,-0.01084092,0.01785574,0.01064097
3/28/08,0.00936989,-0.00079390,0.00195094,-0.02152811,-0.00881723,0.01848270,0.00969873
3/31/08,0.00942072,-0.00079390,0.00433034,-0.01655335,-0.00667083,0.01900606,0.00906422
4/1/08,0.00942048,-0.00079390,0.00710265,-0.01101510,-0.00382269,0.01971651,0.00832963
4/2/08,0.00942023,-0.00079390,0.00970431,-0.00590473,-0.00127583,0.02012306,0.00775280
4/3/08,0.00936846,-0.00079390,0.01237859,-0.00078468,0.00147611,0.02052917,0.00729304
4/4/08,0.00936822,-0.00079390,0.01501611,0.00405887,0.00415295,0.02087857,0.00689570
4/7/08,0.00941903,-0.00079390,0.01747870,0.00842934,0.00667269,0.02094446,0.00669272
4/8/08,0.00941879,-0.00079390,0.01973576,0.01213445,0.00902951,0.02097426,0.00635159
4/9/08,0.00934126,-0.00079390,0.02173976,0.01540603,0.01105306,0.02068957,0.00634658
4/10/08,0.00934102,-0.00079390,0.02363542,0.01817106,0.01316928,0.02047329,0.00621086
4/11/08,0.00934079,-0.00079390,0.02546981,0.02079367,0.01514637,0.02011108,0.00601755
4/14/08,0.00939159,-0.00079390,0.02720761,0.02302290,0.01712168,0.01965402,0.00590501
4/15/08,0.00939135,-0.00079390,0.02893272,0.02519834,0.01910505,0.01928993,0.00557972
4/16/08,0.00933959,-0.00079390,0.03057701,0.02698431,0.02102195,0.01867602,0.00537461
4/17/08,0.00933936,-0.00079390,0.03190503,0.02825708,0.02259841,0.01800860,0.00496842
4/18/08,0.00933912,-0.00079390,0.03321241,0.02936993,0.02424556,0.01713481,0.00463355
4/21/08,0.00938991,-0.00079390,0.03402883,0.02972388,0.02537539,0.01624931,0.00428559
4/22/08,0.00938967,-0.00079390,0.03481497,0.03021420,0.02651664,0.01526078,0.00388532
4/23/08,0.00933793,-0.00079390,0.03536176,0.03035422,0.02757461,0.01425424,0.00334588
4/24/08,0.00933769,-0.00079390,0.03578623,0.03049369,0.02858657,0.01334155,0.00265552
4/25/08,0.00933745,0.00000000,0.03602988,0.03016943,0.02949120,0.01230957,0.00199324
4/28/08,0.00938823,0.00000000,0.03609674,0.02966961,0.03026635,0.01150551,0.00112595
4/29/08,0.00938800,-0.00254601,0.03590765,0.02836717,0.03083784,0.01064097,0.00002618
4/30/08,0.00933626,-0.00254601,0.03534630,0.02647188,0.03076033,0.00969873,-0.00107513
5/1/08,0.00933602,-0.00254601,0.03476577,0.02442104,0.03099783,0.00906422,-0.00242179
5/2/08,0.00933578,-0.00254601,0.03385328,0.02163270,0.03063285,0.00832963,-0.00378342
5/5/08,0.00938656,-0.00254601,0.03288632,0.01864917,0.03029930,0.00775280,-0.00540614
5/6/08,0.00938632,-0.00254601,0.03176347,0.01538731,0.02977511,0.00729304,-0.00698873
5/7/08,0.00933459,-0.00254601,0.03058263,0.01188254,0.02916149,0.00689570,-0.00864344
5/8/08,0.00933435,-0.00254601,0.02934596,0.00829703,0.02859583,0.00669272,-0.01053704
5/9/08,0.00933412,-0.00254601,0.02794284,0.00444898,0.02757105,0.00635159,-0.01232106
5/12/08,0.00938488,-0.00254601,0.02658281,0.00065846,0.02672723,0.00634658,-0.01417895
5/13/08,0.00938464,-0.00254601,0.02502191,-0.00351050,0.02551543,0.00621086,-0.01610607
5/14/08,0.00933293,-0.00254601,0.02320963,-0.00797010,0.02387729,0.00601755,-0.01790354
5/15/08,0.00933269,-0.00254601,0.02117313,-0.01290450,0.02193362,0.00590501,-0.01966030
5/16/08,0.00933245,-0.00254601,0.01890294,-0.01816519,0.01956633,0.00557972,-0.02109123
5/19/08,0.00938321,-0.00254601,0.01647334,-0.02349782,0.01697471,0.00537461,-0.02257004
5/20/08,0.00938297,-0.00254601,0.01392809,-0.02886761,0.01415246,0.00496842,-0.02381438
5/21/08,0.00933126,-0.00254601,0.01125449,-0.03450893,0.01108894,0.00463355,-0.02496496
5/22/08,0.00933102,-0.00254601,0.00863525,-0.03988943,0.00804706,0.00428559,-0.02590004
5/23/08,0.00933078,-0.00254601,0.00589931,-0.04555931,0.00478121,0.00388532,-0.02675742
5/27/08,0.00940703,-0.00254601,0.00308043,-0.05118476,0.00136628,0.00334588,-0.02737304
5/28/08,0.00940679,0.00000000,0.00022038,-0.05698942,-0.00227610,0.00265552,-0.02773737
5/29/08,0.00932936,0.00000000,-0.00272431,-0.06261219,-0.00594359,0.00199324,-0.02783836
5/30/08,0.00932912,-0.00314678,-0.00571234,-0.06823596,-0.00984770,0.00112595,-0.02766624
6/2/08,0.00937986,-0.00314678,-0.00886646,-0.07377569,-0.01400011,0.00002618,-0.02712963
6/3/08,0.00937962,-0.00314678,-0.01188312,-0.07891712,-0.01790846,-0.00107513,-0.02633613
6/4/08,0.00932793,-0.00314678,-0.01510343,-0.08417540,-0.02221097,-0.00242179,-0.02527552
6/5/08,0.00932769,-0.00314678,-0.01812395,-0.08884656,-0.02632132,-0.00378342,-0.02400418
6/6/08,0.00932746,-0.00314678,-0.02143680,-0.09371542,-0.03076355,-0.00540614,-0.02245489
6/9/08,0.00937819,-0.00314678,-0.02457017,-0.09818764,-0.03516003,-0.00698873,-0.02063644
6/10/08,0.00937795,-0.00314678,-0.02776426,-0.10245897,-0.03952345,-0.00864344,-0.01866570
6/11/08,0.00932627,-0.00314678,-0.03100050,-0.10680528,-0.04411662,-0.01053704,-0.01638872
6/12/08,0.00932603,-0.00314678,-0.03420128,-0.11092939,-0.04860433,-0.01232106,-0.01378646
6/13/08,0.00932579,-0.00314678,-0.03728914,-0.11477287,-0.05292042,-0.01417895,-0.01106073
6/16/08,0.00937651,-0.00314678,-0.04036091,-0.11844640,-0.05735007,-0.01610607,-0.00818682
6/17/08,0.00937627,-0.00314678,-0.04323697,-0.12184160,-0.06135873,-0.01790354,-0.00517499
6/18/08,0.00932460,-0.00314678,-0.04597943,-0.12484860,-0.06535521,-0.01966030,-0.00199786
6/19/08,0.00932437,-0.00314678,-0.04838955,-0.12706352,-0.06871425,-0.02109123,0.00109610
6/20/08,0.00932413,-0.00314678,-0.05069349,-0.12906034,-0.07195277,-0.02257004,0.00415895
6/23/08,0.00937484,-0.00314678,-0.05284322,-0.13098846,-0.07497861,-0.02381438,0.00731193
6/24/08,0.00937460,-0.00314678,-0.05478782,-0.13217959,-0.07768941,-0.02496496,0.01051521
6/25/08,0.00932294,-0.00314678,-0.05662816,-0.13334057,-0.08021140,-0.02590004,0.01363266
6/26/08,0.00932270,-0.00314678,-0.05827190,-0.13378674,-0.08239556,-0.02675742,0.01668329
6/27/08,0.00932247,-0.00215002,-0.05962398,-0.13394285,-0.08437630,-0.02737304,0.01958932
6/30/08,0.00937317,-0.00215002,-0.06080701,-0.13353761,-0.08585962,-0.02773737,0.02231809
7/1/08,0.00937293,-0.00215002,-0.06161341,-0.13251410,-0.08703107,-0.02783836,0.02480503
7/2/08,0.00932128,-0.00215002,-0.06226107,-0.13096277,-0.08771352,-0.02766624,0.02713010
7/3/08,0.00932104,-0.00215002,-0.06238276,-0.12845012,-0.08766398,-0.02712963,0.02934170
7/7/08,0.00937150,-0.00215002,-0.06237158,-0.12571379,-0.08738406,-0.02633613,0.03104677
7/8/08,0.00937126,-0.00215002,-0.06184586,-0.12198128,-0.08635938,-0.02527552,0.03278466
7/9/08,0.00931962,-0.00215002,-0.06118735,-0.11796031,-0.08490793,-0.02400418,0.03420095
7/10/08,0.00931938,-0.00215002,-0.06002173,-0.11305715,-0.08277344,-0.02245489,0.03542116
7/11/08,0.00931914,-0.00215002,-0.05863750,-0.10768752,-0.08006973,-0.02063644,0.03626640
7/14/08,0.00936983,-0.00215002,-0.05685534,-0.10148805,-0.07670576,-0.01866570,0.03668573
7/15/08,0.00936959,-0.00215002,-0.05475248,-0.09458007,-0.07268451,-0.01638872,0.03695040
7/16/08,0.00931796,-0.00215002,-0.05218744,-0.08658454,-0.06778679,-0.01378646,0.03683767
7/17/08,0.00931772,-0.00215002,-0.04944713,-0.07846476,-0.06268057,-0.01106073,0.03629824
7/18/08,0.00931748,-0.00215002,-0.04642723,-0.06995034,-0.05688677,-0.00818682,0.03549490
7/21/08,0.00936816,-0.00215002,-0.04324867,-0.06145599,-0.05101999,-0.00517499,0.03440030
7/22/08,0.00936792,-0.00215002,-0.03990462,-0.05284143,-0.04462850,-0.00199786,0.03324908
7/23/08,0.00931630,-0.00215002,-0.03645207,-0.04439021,-0.03817747,0.00109610,0.03174560
7/24/08,0.00931606,-0.00215002,-0.03307776,-0.03663553,-0.03181735,0.00415895,0.03017134
7/25/08,0.00931582,-0.00215002,-0.02939334,-0.02829808,-0.02508114,0.00731193,0.02829227
7/28/08,0.00936649,0.00000000,-0.02569021,-0.02059102,-0.01832701,0.01051521,0.02640499
7/29/08,0.00936625,0.00000000,-0.02188264,-0.01248773,-0.01119899,0.01363266,0.02436824
7/30/08,0.00931464,-0.00296603,-0.01808462,-0.00512792,-0.00423868,0.01668329,0.02224758
7/31/08,0.00931440,-0.00296603,-0.01439380,0.00190741,0.00293725,0.01958932,0.02000441
8/1/08,0.00931416,-0.00296603,-0.01068526,0.00851928,0.00993080,0.02231809,0.01760947
8/4/08,0.00936482,-0.00296603,-0.00739495,0.01401775,0.01658706,0.02480503,0.01503447
8/5/08,0.00936458,-0.00296603,-0.00402591,0.01933375,0.02329588,0.02713010,0.01241761
8/6/08,0.00931298,-0.00296603,-0.00096656,0.02366936,0.02959072,0.02934170,0.00908401
8/7/08,0.00931274,-0.00296603,0.00166502,0.02701105,0.03531947,0.03104677,0.00576875
8/8/08,0.00931250,-0.00296603,0.00405968,0.02962901,0.04074661,0.03278466,0.00226207
8/11/08,0.00936315,-0.00296603,0.00616448,0.03170933,0.04554323,0.03420095,-0.00170602
8/12/08,0.00936292,-0.00296603,0.00779435,0.03245474,0.04953054,0.03542116,-0.00589324
8/13/08,0.00931132,-0.00296603,0.00883388,0.03194676,0.05267247,0.03626640,-0.01004653
8/14/08,0.00931108,-0.00296603,0.00958841,0.03078225,0.05493718,0.03668573,-0.01425491
8/15/08,0.00931085,-0.00296603,0.00971501,0.02850894,0.05651310,0.03695040,-0.01845915
8/18/08,0.00936149,-0.00296603,0.00954719,0.02576584,0.05731762,0.03683767,-0.02282746
8/19/08,0.00936125,-0.00296603,0.00904250,0.02277124,0.05754171,0.03629824,-0.02725282
8/20/08,0.00930966,-0.00296603,0.00811546,0.01938845,0.05700152,0.03549490,-0.03171471
8/21/08,0.00930942,-0.00296603,0.00694497,0.01649118,0.05632553,0.03440030,-0.03627899
8/22/08,0.00930919,-0.00296603,0.00569900,0.01397975,0.05535854,0.03324908,-0.04113937
8/25/08,0.00935982,-0.00296603,0.00403195,0.01129389,0.05382836,0.03174560,-0.04583596
8/26/08,0.00935958,-0.00296603,0.00223147,0.00922614,0.05221452,0.03017134,-0.05107866
8/27/08,0.00930800,0.00000000,-0.00026967,0.00619394,0.04970623,0.02829227,-0.05608238
8/28/08,0.00930777,0.00000000,-0.00265400,0.00418118,0.04735882,0.02640499,-0.06142209
8/29/08,0.00930753,-0.00368374,-0.00556387,0.00151056,0.04401773,0.02436824,-0.06677572
9/2/08,0.00938358,-0.00368374,-0.00883714,-0.00127814,0.04026408,0.02224758,-0.07218725
9/3/08,0.00938334,-0.00368374,-0.01218646,-0.00387431,0.03599420,0.02000441,-0.07755153
9/4/08,0.00930611,-0.00368374,-0.01613149,-0.00703690,0.03097173,0.01760947,-0.08277279
9/5/08,0.00930587,-0.00368374,-0.02017866,-0.01023083,0.02549039,0.01503447,-0.08724702
9/8/08,0.00935649,-0.00368374,-0.02442354,-0.01347603,0.01968319,0.01241761,-0.09159897
9/9/08,0.00935625,-0.00368374,-0.02936915,-0.01777491,0.01270420,0.00908401,-0.09531076
9/10/08,0.00930469,-0.00368374,-0.03436451,-0.02174695,0.00573675,0.00576875,-0.09824733
9/11/08,0.00930445,-0.00368374,-0.03930258,-0.02583126,-0.00167665,0.00226207,-0.10072054
9/12/08,0.00930422,-0.00368374,-0.04467729,-0.02998108,-0.00950259,-0.00170602,-0.10288739
9/15/08,0.00935482,-0.00368374,-0.05055597,-0.03494371,-0.01783596,-0.00589324,-0.10433498
9/16/08,0.00935459,-0.00368374,-0.05578744,-0.03845331,-0.02582113,-0.01004653,-0.10543573
9/17/08,0.00930304,-0.00368374,-0.06157687,-0.04284429,-0.03418730,-0.01425491,-0.10624286
9/18/08,0.00930280,-0.00368374,-0.06708080,-0.04692562,-0.04253611,-0.01845915,-0.10674227
9/19/08,0.00930256,-0.00368374,-0.07285993,-0.05134759,-0.05114666,-0.02282746,-0.10679989
9/22/08,0.00935316,-0.00368374,-0.07901136,-0.05704575,-0.06036142,-0.02725282,-0.10634412
9/23/08,0.00935292,-0.00368374,-0.08520278,-0.06297572,-0.06952677,-0.03171471,-0.10537172
9/24/08,0.00930138,-0.00368374,-0.09175449,-0.06997170,-0.07920626,-0.03627899,-0.10391020
9/25/08,0.00930114,-0.00368374,-0.09866719,-0.07799178,-0.08937116,-0.04113937,-0.10142106
9/26/08,0.00930091,-0.00368374,-0.10524896,-0.08588977,-0.09933136,-0.04583596,-0.09919933
9/29/08,0.00935149,-0.00303397,-0.11257203,-0.09554914,-0.11011604,-0.05107866,-0.09583607
9/30/08,0.00935126,-0.00303397,-0.11918027,-0.10435578,-0.12024283,-0.05608238,-0.09233615
10/1/08,0.00929973,-0.00303397,-0.12597624,-0.11383577,-0.13053423,-0.06142209,-0.08845942
10/2/08,0.00929949,-0.00303397,-0.13265724,-0.12355626,-0.14068495,-0.06677572,-0.08406912
10/3/08,0.00929925,-0.00303397,-0.13879606,-0.13287832,-0.15011908,-0.07218725,-0.07948530
10/6/08,0.00934983,-0.00303397,-0.14493087,-0.14226029,-0.15936681,-0.07755153,-0.07494113
10/7/08,0.00934959,-0.00303397,-0.15052911,-0.15109551,-0.16799365,-0.08277279,-0.07005167
10/8/08,0.00929807,-0.00303397,-0.15521352,-0.15867410,-0.17543839,-0.08724702,-0.06574715
10/9/08,0.00929784,-0.00303397,-0.15961420,-0.16616446,-0.18266103,-0.09159897,-0.06151657
10/10/08,0.00929760,-0.00303397,-0.16335356,-0.17234063,-0.18875248,-0.09531076,-0.05749188
10/13/08,0.00934817,-0.00303397,-0.16611879,-0.17814940,-0.19416504,-0.09824733,-0.05351804
10/14/08,0.00934793,-0.00303397,-0.16834984,-0.18309417,-0.19849910,-0.10072054,-0.05021123
10/15/08,0.00929642,-0.00303397,-0.17060547,-0.18870190,-0.20277659,-0.10288739,-0.04679731
10/16/08,0.00929618,-0.00303397,-0.17158409,-0.19313424,-0.20571779,-0.10433498,-0.04346099
10/17/08,0.00929595,-0.00303397,-0.17262432,-0.19814415,-0.20837939,-0.10543573,-0.04009543
10/20/08,0.00934651,-0.00303397,-0.17303863,-0.20269514,-0.21044249,-0.10624286,-0.03693186
10/21/08,0.00934627,-0.00303397,-0.17319452,-0.20692967,-0.21192953,-0.10674227,-0.03353842
10/22/08,0.00929477,-0.00303397,-0.17279563,-0.21101876,-0.21283615,-0.10679989,-0.03043560
10/23/08,0.00929453,-0.00303397,-0.17147428,-0.21386266,-0.21253390,-0.10634412,-0.02773769
10/24/08,0.00929429,-0.00303397,-0.16961171,-0.21616991,-0.21154577,-0.10537172,-0.02542294
10/27/08,0.00934485,0.00000000,-0.16690205,-0.21760298,-0.20947544,-0.10391020,-0.02298853
10/28/08,0.00934461,0.00000000,-0.16293990,-0.21748438,-0.20603513,-0.10142106,-0.02143219
10/29/08,0.00929311,0.00000000,-0.15931730,-0.21810693,-0.20260273,-0.09919933,-0.01945870
10/30/08,0.00929288,-0.00442567,-0.15438060,-0.21682029,-0.19777680,-0.09583607,-0.01766540
10/31/08,0.00929264,-0.00442567,-0.14942296,-0.21542067,-0.19250506,-0.09233615,-0.01609154
11/3/08,0.00934318,-0.00442567,-0.14443693,-0.21409139,-0.18721653,-0.08845942,-0.01433577
11/4/08,0.00934295,-0.00442567,-0.13888629,-0.21187019,-0.18110071,-0.08406912,-0.01287955
11/5/08,0.00929146,-0.00442567,-0.13347943,-0.20986111,-0.17501528,-0.07948530,-0.01159213
11/6/08,0.00929123,-0.00442567,-0.12822565,-0.20794579,-0.16887897,-0.07494113,-0.00998810
11/7/08,0.00929099,-0.00442567,-0.12266545,-0.20582626,-0.16208276,-0.07005167,-0.00861504
11/10/08,0.00934152,-0.00442567,-0.11784936,-0.20471677,-0.15593893,-0.06574715,-0.00696347
11/11/08,0.00934129,-0.00442567,-0.11316213,-0.20344606,-0.14936255,-0.06151657,-0.00539837
11/12/08,0.00928981,-0.00442567,-0.10860921,-0.20279484,-0.14292373,-0.05749188,-0.00367723
11/13/08,0.00928958,-0.00442567,-0.10379776,-0.20117990,-0.13572376,-0.05351804,-0.00230919
11/14/08,0.00928934,-0.00442567,-0.09987740,-0.20031219,-0.12923522,-0.05021123,-0.00083072
11/17/08,0.00933986,-0.00442567,-0.09547994,-0.19853428,-0.12203741,-0.04679731,0.00045927
11/18/08,0.00933963,-0.00442567,-0.09108245,-0.19597656,-0.11440226,-0.04346099,0.00160332
11/19/08,0.00928816,-0.00442567,-0.08637808,-0.19262102,-0.10635334,-0.04009543,0.00217261
11/20/08,0.00928793,-0.00442567,-0.08163347,-0.18833852,-0.09775273,-0.03693186,0.00283217
11/21/08,0.00928769,-0.00442567,-0.07658484,-0.18336617,-0.08880779,-0.03353842,0.00318693
11/24/08,0.00931259,-0.00442567,-0.07135599,-0.17750116,-0.07946315,-0.03043560,0.00319778
11/25/08,0.00926114,-0.00442567,-0.06680338,-0.17183425,-0.07078215,-0.02773769,0.00335236
11/26/08,0.00926090,-0.00442567,-0.06252026,-0.16598959,-0.06221033,-0.02542294,0.00346972
11/28/08,0.00928604,-0.00514338,-0.05814298,-0.15935926,-0.05354632,-0.02298853,0.00287922
12/1/08,0.00933655,-0.00514338,-0.05463719,-0.15377368,-0.04564746,-0.02143219,0.00223498
12/2/08,0.00933631,-0.00514338,-0.05044334,-0.14668267,-0.03717245,-0.01945870,0.00119595
12/3/08,0.00928486,-0.00514338,-0.04615945,-0.13904650,-0.02834826,-0.01766540,-0.00035157
12/4/08,0.00928463,-0.00514338,-0.04198805,-0.13161017,-0.01985909,-0.01609154,-0.00198751
12/5/08,0.00928439,-0.00514338,-0.03715725,-0.12301865,-0.01071812,-0.01433577,-0.00390349
12/8/08,0.00933489,-0.00514338,-0.03242337,-0.11466186,-0.00182104,-0.01287955,-0.00592856
12/9/08,0.00933465,-0.00514338,-0.02789966,-0.10641174,0.00655086,-0.01159213,-0.00803692
12/10/08,0.00928321,-0.00514338,-0.02284635,-0.09740219,0.01537590,-0.00998810,-0.01040743
12/11/08,0.00928298,-0.00514338,-0.01820107,-0.08885307,0.02318011,-0.00861504,-0.01286109
12/12/08,0.00928274,-0.00514338,-0.01323847,-0.07950852,0.03112237,-0.00696347,-0.01536675
12/15/08,0.00933323,-0.00514338,-0.00868675,-0.07099577,0.03812523,-0.00539837,-0.01804932
12/16/08,0.00933300,-0.00514338,-0.00412491,-0.06239332,0.04469505,-0.00367723,-0.02084806
12/17/08,0.00928157,-0.00514338,-0.00025909,-0.05466728,0.05018534,-0.00230919,-0.02349568
12/18/08,0.00928133,-0.00514338,0.00323047,-0.04849393,0.05468850,-0.00083072,-0.02641361
12/19/08,0.00928110,-0.00514338,0.00659426,-0.04257523,0.05848329,0.00045927,-0.02922569
12/22/08,0.00933158,-0.00514338,0.00923109,-0.03852306,0.06088122,0.00160332,-0.03227327
12/23/08,0.00933134,-0.00514338,0.01101123,-0.03607625,0.06198903,0.00217261,-0.03525491
12/24/08,0.00927992,-0.00514338,0.01243617,-0.03476088,0.06218659,0.00283217,-0.03827443
12/26/08,0.00927945,-0.00514338,0.01324864,-0.03514592,0.06143414,0.00318693,-0.04148740
12/29/08,0.00932992,0.00000000,0.01349652,-0.03666681,0.05973270,0.00319778,-0.04467106
12/30/08,0.00932968,-0.00499388,0.01373672,-0.03898123,0.05778111,0.00335236,-0.04763718
12/31/08,0.00927827,-0.00499388,0.01371548,-0.04204775,0.05529179,0.00346972,-0.05074143
1/2/09,0.00927780,-0.00499388,0.01286560,-0.04707647,0.05161005,0.00287922,-0.05345418
1/5/09,0.00932826,-0.00499388,0.01159709,-0.05298260,0.04710685,0.00223498,-0.05608827
1/6/09,0.00932803,-0.00499388,0.00981241,-0.05969291,0.04197852,0.00119595,-0.05844356
1/7/09,0.00927663,-0.00499388,0.00700575,-0.06823698,0.03550652,-0.00035157,-0.06076227
1/8/09,0.00927639,-0.00499388,0.00389838,-0.07727637,0.02864279,-0.00198751,-0.06284760
1/9/09,0.00927616,-0.00499388,0.00044302,-0.08660077,0.02144675,-0.00390349,-0.06474870
1/12/09,0.00932661,-0.00499388,-0.00343327,-0.09660864,0.01385814,-0.00592856,-0.06657703
1/13/09,0.00932637,-0.00499388,-0.00711611,-0.10616377,0.00668563,-0.00803692,-0.06826191
1/14/09,0.00927498,-0.00499388,-0.01123257,-0.11634202,-0.00100043,-0.01040743,-0.06978623
