Date,Inflation 1yr,GNP 90d,Total Jobs 30d,XLY 30d,XLU 30d,XLE 30d,XLE next 30d
4/15/08,0.00939135,0.01001831,-0.00079390,0.01910505,0.03598935,-0.03985077,-0.10186383
4/16/08,0.00933959,0.01001831,-0.00079390,0.02102195,0.03787955,-0.04533615,-0.09944146
4/17/08,0.00933936,0.01001831,-0.00079390,0.02259841,0.03934930,-0.05064461,-0.09663984
4/18/08,0.00933912,0.01001831,-0.00079390,0.02424556,0.04068516,-0.05622869,-0.09347650
4/21/08,0.00938991,0.01001831,-0.00079390,0.02537539,0.04156628,-0.06139215,-0.09020600
4/22/08,0.00938967,0.01001831,-0.00079390,0.02651664,0.04221884,-0.06683469,-0.08670108
4/23/08,0.00933793,0.01001831,-0.00079390,0.02757461,0.04253041,-0.07184381,-0.08299880
4/24/08,0.00933769,0.01001831,-0.00079390,0.02858657,0.04254550,-0.07706016,-0.07915654
4/25/08,0.00933745,0.01001831,0.00000000,0.02949120,0.04229580,-0.08186874,-0.07549424
4/28/08,0.00938823,0.01001831,0.00000000,0.03026635,0.04182267,-0.08652393,-0.07143697
4/29/08,0.00938800,0.01001831,-0.00254601,0.03083784,0.04105289,-0.09067925,-0.06773034
4/30/08,0.00933626,0.01001831,-0.00254601,0.03076033,0.04001606,-0.09438689,-0.06430882
5/1/08,0.00933602,0.01001831,-0.00254601,0.03099783,0.03879987,-0.09789000,-0.06119585
5/2/08,0.00933578,0.01001831,-0.00254601,0.03063285,0.03767566,-0.10103500,-0.05837366
5/5/08,0.00938656,0.01001831,-0.00254601,0.03029930,0.03631815,-0.10347966,-0.05614948
5/6/08,0.00938632,0.01001831,-0.00254601,0.02977511,0.03501141,-0.10550683,-0.05477094
5/7/08,0.00933459,0.01001831,-0.00254601,0.02916149,0.03374736,-0.10685633,-0.05378487
5/8/08,0.00933435,0.01001831,-0.00254601,0.02859583,0.03253045,-0.10790379,-0.05318762
5/9/08,0.00933412,0.01001831,-0.00254601,0.02757105,0.03133756,-0.10801010,-0.05358030
5/12/08,0.00938488,0.01001831,-0.00254601,0.02672723,0.03020893,-0.10809704,-0.05397049
5/13/08,0.00938464,0.01001831,-0.00254601,0.02551543,0.02915785,-0.10714815,-0.05535252
5/14/08,0.00933293,0.01001831,-0.00254601,0.02387729,0.02804804,-0.10602212,-0.05711449
5/15/08,0.00933269,0.01001831,-0.00254601,0.02193362,0.02702271,-0.10414181,-0.05908606
5/16/08,0.00933245,0.01001831,-0.00254601,0.01956633,0.02602921,-0.10186383,-0.06218692
5/19/08,0.00938321,0.01001831,-0.00254601,0.01697471,0.02510545,-0.09944146,-0.06535607
5/20/08,0.00938297,0.01001831,-0.00254601,0.01415246,0.02423820,-0.09663984,-0.06873009
5/21/08,0.00933126,0.01001831,-0.00254601,0.01108894,0.02336638,-0.09347650,-0.07276768
5/22/08,0.00933102,0.01001831,-0.00254601,0.00804706,0.02257927,-0.09020600,-0.07782883
5/23/08,0.00933078,0.01001831,-0.00254601,0.00478121,0.02181134,-0.08670108,-0.08274051
5/27/08,0.00940703,0.01001831,-0.00254601,0.00136628,0.02103543,-0.08299880,-0.08841007
5/28/08,0.00940679,0.01001831,0.00000000,-0.00227610,0.02026451,-0.07915654,-0.09458263
5/29/08,0.00932936,0.01001831,0.00000000,-0.00594359,0.01958033,-0.07549424,-0.10105406
5/30/08,0.00932912,0.01001831,-0.00314678,-0.00984770,0.01880400,-0.07143697,-0.10839378
6/2/08,0.00937986,0.01001831,-0.00314678,-0.01400011,0.01807681,-0.06773034,-0.11590968
6/3/08,0.00937962,0.01001831,-0.00314678,-0.01790846,0.01726830,-0.06430882,-0.12410436
6/4/08,0.00932793,0.01001831,-0.00314678,-0.02221097,0.01660518,-0.06119585,-0.13265748
6/5/08,0.00932769,0.01001831,-0.00314678,-0.02632132,0.01590899,-0.05837366,-0.14088833
6/6/08,0.00932746,0.01001831,-0.00314678,-0.03076355,0.01505095,-0.05614948,-0.14980851
6/9/08,0.00937819,0.01001831,-0.00314678,-0.03516003,0.01429500,-0.05477094,-0.15789528
6/10/08,0.00937795,0.01001831,-0.00314678,-0.03952345,0.01340021,-0.05378487,-0.16597814
6/11/08,0.00932627,0.01001831,-0.00314678,-0.04411662,0.01242116,-0.05318762,-0.17410828
6/12/08,0.00932603,0.01001831,-0.00314678,-0.04860433,0.01133488,-0.05358030,-0.18138243
6/13/08,0.00932579,0.01001831,-0.00314678,-0.05292042,0.01016573,-0.05397049,-0.18870972
6/16/08,0.00937651,0.01001831,-0.00314678,-0.05735007,0.00879731,-0.05535252,-0.19553814
6/17/08,0.00937627,0.01001831,-0.00314678,-0.06135873,0.00740625,-0.05711449,-0.20123543
6/18/08,0.00932460,0.01001831,-0.00314678,-0.06535521,0.00587495,-0.05908606,-0.20691310
6/19/08,0.00932437,0.01001831,-0.00314678,-0.06871425,0.00424417,-0.06218692,-0.21176705
6/20/08,0.00932413,0.01001831,-0.00314678,-0.07195277,0.00243141,-0.06535607,-0.21558001
6/23/08,0.00937484,0.01001831,-0.00314678,-0.07497861,0.00064286,-0.06873009,-0.21841509
6/24/08,0.00937460,0.01001831,-0.00314678,-0.07768941,-0.00134999,-0.07276768,-0.22130775
6/25/08,0.00932294,0.01001831,-0.00314678,-0.08021140,-0.00328249,-0.07782883,-0.22244210
6/26/08,0.00932270,0.01001831,-0.00314678,-0.08239556,-0.00539160,-0.08274051,-0.22309903
6/27/08,0.00932247,0.01001831,-0.00215002,-0.08437630,-0.00743021,-0.08841007,-0.22281414
6/30/08,0.00937317,0.01001831,-0.00215002,-0.08585962,-0.00947492,-0.09458263,-0.22178936
7/1/08,0.00937293,0.00318127,-0.00215002,-0.08703107,-0.01171441,-0.10105406,-0.21961790
7/2/08,0.00932128,0.00318127,-0.00215002,-0.08771352,-0.01393932,-0.10839378,-0.21598989
7/3/08,0.00932104,0.00318127,-0.00215002,-0.08766398,-0.01630493,-0.11590968,-0.21128580
7/7/08,0.00937150,0.00318127,-0.00215002,-0.08738406,-0.01874830,-0.12410436,-0.20510299
7/8/08,0.00937126,0.00318127,-0.00215002,-0.08635938,-0.02122506,-0.13265748,-0.19717185
7/9/08,0.00931962,0.00318127,-0.00215002,-0.08490793,-0.02390679,-0.14088833,-0.18915956
7/10/08,0.00931938,0.00318127,-0.00215002,-0.08277344,-0.02655454,-0.14980851,-0.17946289
7/11/08,0.00931914,0.00318127,-0.00215002,-0.08006973,-0.02937371,-0.15789528,-0.16959787
7/14/08,0.00936983,0.00318127,-0.00215002,-0.07670576,-0.03219635,-0.16597814,-0.15988518
7/15/08,0.00936959,0.00318127,-0.00215002,-0.07268451,-0.03501892,-0.17410828,-0.14920569
7/16/08,0.00931796,0.00318127,-0.00215002,-0.06778679,-0.03778064,-0.18138243,-0.13880482
7/17/08,0.00931772,0.00318127,-0.00215002,-0.06268057,-0.04044083,-0.18870972,-0.12852264
7/18/08,0.00931748,0.00318127,-0.00215002,-0.05688677,-0.04291527,-0.19553814,-0.11762781
7/21/08,0.00936816,0.00318127,-0.00215002,-0.05101999,-0.04522229,-0.20123543,-0.10774455
7/22/08,0.00936792,0.00318127,-0.00215002,-0.04462850,-0.04731009,-0.20691310,-0.09799946
7/23/08,0.00931630,0.00318127,-0.00215002,-0.03817747,-0.04933142,-0.21176705,-0.08853184
7/24/08,0.00931606,0.00318127,-0.00215002,-0.03181735,-0.05098864,-0.21558001,-0.07884666
7/25/08,0.00931582,0.00318127,-0.00215002,-0.02508114,-0.05248079,-0.21841509,-0.07079841
7/28/08,0.00936649,0.00318127,0.00000000,-0.01832701,-0.05356860,-0.22130775,-0.06286586
7/29/08,0.00936625,0.00318127,0.00000000,-0.01119899,-0.05460122,-0.22244210,-0.05535838
7/30/08,0.00931464,0.00318127,-0.00296603,-0.00423868,-0.05533168,-0.22309903,-0.04807305
7/31/08,0.00931440,0.00318127,-0.00296603,0.00293725,-0.05586638,-0.22281414,-0.04168420
8/1/08,0.00931416,0.00318127,-0.00296603,0.00993080,-0.05624939,-0.22178936,-0.03550628
8/4/08,0.00936482,0.00318127,-0.00296603,0.01658706,-0.05631016,-0.21961790,-0.02995325
8/5/08,0.00936458,0.00318127,-0.00296603,0.02329588,-0.05612398,-0.21598989,-0.02596500
8/6/08,0.00931298,0.00318127,-0.00296603,0.02959072,-0.05562692,-0.21128580,-0.02317819
8/7/08,0.00931274,0.00318127,-0.00296603,0.03531947,-0.05507966,-0.20510299,-0.02117016
8/8/08,0.00931250,0.00318127,-0.00296603,0.04074661,-0.05417988,-0.19717185,-0.02061028
8/11/08,0.00936315,0.00318127,-0.00296603,0.04554323,-0.05305866,-0.18915956,-0.01958861
8/12/08,0.00936292,0.00318127,-0.00296603,0.04953054,-0.05176458,-0.17946289,-0.01867719
8/13/08,0.00931132,0.00318127,-0.00296603,0.05267247,-0.05026584,-0.16959787,-0.01810917
8/14/08,0.00931108,0.00318127,-0.00296603,0.05493718,-0.04862921,-0.15988518,-0.01638175
8/15/08,0.00931085,0.00318127,-0.00296603,0.05651310,-0.04704006,-0.14920569,-0.01478783
8/18/08,0.00936149,0.00318127,-0.00296603,0.05731762,-0.04532746,-0.13880482,-0.01341112
8/19/08,0.00936125,0.00318127,-0.00296603,0.05754171,-0.04368042,-0.12852264,-0.01122099
8/20/08,0.00930966,0.00318127,-0.00296603,0.05700152,-0.04223768,-0.11762781,-0.00972348
8/21/08,0.00930942,0.00318127,-0.00296603,0.05632553,-0.04087447,-0.10774455,-0.00790099
8/22/08,0.00930919,0.00318127,-0.00296603,0.05535854,-0.03975861,-0.09799946,-0.00641508
8/25/08,0.00935982,0.00318127,-0.00296603,0.05382836,-0.03878979,-0.08853184,-0.00471376
8/26/08,0.00935958,0.00318127,-0.00296603,0.05221452,-0.03815473,-0.07884666,-0.00331789
8/27/08,0.00930800,0.00318127,0.00000000,0.04970623,-0.03801033,-0.07079841,-0.00224564
8/28/08,0.00930777,0.00318127,0.00000000,0.04735882,-0.03809838,-0.06286586,-0.00032550
8/29/08,0.00930753,0.00318127,-0.00368374,0.04401773,-0.03851595,-0.05535838,0.00133418
9/2/08,0.00938358,0.00318127,-0.00368374,0.04026408,-0.03925815,-0.04807305,0.00252861
9/3/08,0.00938334,0.00318127,-0.00368374,0.03599420,-0.04029877,-0.04168420,0.00405232
9/4/08,0.00930611,0.00318127,-0.00368374,0.03097173,-0.04180525,-0.03550628,0.00553362
9/5/08,0.00930587,0.00318127,-0.00368374,0.02549039,-0.04370244,-0.02995325,0.00712882
9/8/08,0.00935649,0.00318127,-0.00368374,0.01968319,-0.04580262,-0.02596500,0.00927453
9/9/08,0.00935625,0.00318127,-0.00368374,0.01270420,-0.04871526,-0.02317819,0.01163042
9/10/08,0.00930469,0.00318127,-0.00368374,0.00573675,-0.05181770,-0.02117016,0.01364239
9/11/08,0.00930445,0.00318127,-0.00368374,-0.00167665,-0.05510666,-0.02061028,0.01556955
9/12/08,0.00930422,0.00318127,-0.00368374,-0.00950259,-0.05903728,-0.01958861,0.01690680
9/15/08,0.00935482,0.00318127,-0.00368374,-0.01783596,-0.06353007,-0.01867719,0.01698409
9/16/08,0.00935459,0.00318127,-0.00368374,-0.02582113,-0.06797646,-0.01810917,0.01669870
9/17/08,0.00930304,0.00318127,-0.00368374,-0.03418730,-0.07293271,-0.01638175,0.01574955
9/18/08,0.00930280,0.00318127,-0.00368374,-0.04253611,-0.07760451,-0.01478783,0.01414070
9/19/08,0.00930256,0.00318127,-0.00368374,-0.05114666,-0.08263152,-0.01341112,0.01302986
9/22/08,0.00935316,0.00318127,-0.00368374,-0.06036142,-0.08783755,-0.01122099,0.01110838
9/23/08,0.00935292,0.00318127,-0.00368374,-0.06952677,-0.09283916,-0.00972348,0.00964915
9/24/08,0.00930138,0.00318127,-0.00368374,-0.07920626,-0.09818335,-0.00790099,0.00827411
9/25/08,0.00930114,0.00318127,-0.00368374,-0.08937116,-0.10357713,-0.00641508,0.00678824
9/26/08,0.00930091,0.00318127,-0.00368374,-0.09933136,-0.10855045,-0.00471376,0.00574027
9/29/08,0.00935149,0.00318127,-0.00303397,-0.11011604,-0.11396397,-0.00331789,0.00419059
9/30/08,0.00935126,0.00318127,-0.00303397,-0.12024283,-0.11865970,-0.00224564,0.00265178
10/1/08,0.00929973,-0.02487021,-0.00303397,-0.13053423,-0.12339228,-0.00032550,0.00060376
10/2/08,0.00929949,-0.02487021,-0.00303397,-0.14068495,-0.12788067,0.00133418,-0.00206010
10/3/08,0.00929925,-0.02487021,-0.00303397,-0.15011908,-0.13187881,0.00252861,-0.00510353
10/6/08,0.00934983,-0.02487021,-0.00303397,-0.15936681,-0.13583877,0.00405232,-0.00868006
10/7/08,0.00934959,-0.02487021,-0.00303397,-0.16799365,-0.13927563,0.00553362,-0.01258622
10/8/08,0.00929807,-0.02487021,-0.00303397,-0.17543839,-0.14176816,0.00712882,-0.01722172
10/9/08,0.00929784,-0.02487021,-0.00303397,-0.18266103,-0.14405155,0.00927453,-0.02204953
10/10/08,0.00929760,-0.02487021,-0.00303397,-0.18875248,-0.14555319,0.01163042,-0.02721920
10/13/08,0.00934817,-0.02487021,-0.00303397,-0.19416504,-0.14610745,0.01364239,-0.03215779
10/14/08,0.00934793,-0.02487021,-0.00303397,-0.19849910,-0.14582546,0.01556955,-0.03723813
10/15/08,0.00929642,-0.02487021,-0.00303397,-0.20277659,-0.14531213,0.01690680,-0.04218825
10/16/08,0.00929618,-0.02487021,-0.00303397,-0.20571779,-0.14354277,0.01698409,-0.04708394
10/17/08,0.00929595,-0.02487021,-0.00303397,-0.20837939,-0.14166999,0.01669870,-0.05175578
10/20/08,0.00934651,-0.02487021,-0.00303397,-0.21044249,-0.13885795,0.01574955,-0.05644500
10/21/08,0.00934627,-0.02487021,-0.00303397,-0.21192953,-0.13605192,0.01414070,-0.06078547
10/22/08,0.00929477,-0.02487021,-0.00303397,-0.21283615,-0.13251086,0.01302986,-0.06555174
10/23/08,0.00929453,-0.02487021,-0.00303397,-0.21253390,-0.12829891,0.01110838,-0.07002348
10/24/08,0.00929429,-0.02487021,-0.00303397,-0.21154577,-0.12351789,0.00964915,-0.07393486
10/27/08,0.00934485,-0.02487021,0.00000000,-0.20947544,-0.11824360,0.00827411,-0.07810472
10/28/08,0.00934461,-0.02487021,0.00000000,-0.20603513,-0.11164303,0.00678824,-0.08169863
10/29/08,0.00929311,-0.02487021,0.00000000,-0.20260273,-0.10557372,0.00574027,-0.08483628
10/30/08,0.00929288,-0.02487021,-0.00442567,-0.19777680,-0.09824209,0.00419059,-0.08772107
10/31/08,0.00929264,-0.02487021,-0.00442567,-0.19250506,-0.09107299,0.00265178,-0.08995196
11/3/08,0.00934318,-0.02487021,-0.00442567,-0.18721653,-0.08377517,0.00060376,-0.09135002
11/4/08,0.00934295,-0.02487021,-0.00442567,-0.18110071,-0.07601523,-0.00206010,-0.09193050
11/5/08,0.00929146,-0.02487021,-0.00442567,-0.17501528,-0.06839537,-0.00510353,-0.09141564
11/6/08,0.00929123,-0.02487021,-0.00442567,-0.16887897,-0.06097753,-0.00868006,-0.08973756
11/7/08,0.00929099,-0.02487021,-0.00442567,-0.16208276,-0.05315137,-0.01258622,-0.08753477
11/10/08,0.00934152,-0.02487021,-0.00442567,-0.15593893,-0.04626666,-0.01722172,-0.08417815
11/11/08,0.00934129,-0.02487021,-0.00442567,-0.14936255,-0.03954618,-0.02204953,-0.08013049
11/12/08,0.00928981,-0.02487021,-0.00442567,-0.14292373,-0.03336873,-0.02721920,-0.07497881
11/13/08,0.00928958,-0.02487021,-0.00442567,-0.13572376,-0.02712753,-0.03215779,-0.06940294
11/14/08,0.00928934,-0.02487021,-0.00442567,-0.12923522,-0.02242313,-0.03723813,-0.06280129
11/17/08,0.00933986,-0.02487021,-0.00442567,-0.12203741,-0.01759382,-0.04218825,-0.05576406
11/18/08,0.00933963,-0.02487021,-0.00442567,-0.11440226,-0.01349856,-0.04708394,-0.04804179
11/19/08,0.00928816,-0.02487021,-0.00442567,-0.10635334,-0.00918245,-0.05175578,-0.03971645
11/20/08,0.00928793,-0.02487021,-0.00442567,-0.09775273,-0.00570326,-0.05644500,-0.03128575
11/21/08,0.00928769,-0.02487021,-0.00442567,-0.08880779,-0.00203026,-0.06078547,-0.02246768
11/24/08,0.00931259,-0.02487021,-0.00442567,-0.07946315,0.00095789,-0.06555174,-0.01412725
11/25/08,0.00926114,-0.02487021,-0.00442567,-0.07078215,0.00334509,-0.07002348,-0.00519862
11/26/08,0.00926090,-0.02487021,-0.00442567,-0.06221033,0.00477447,-0.07393486,0.00288207
11/28/08,0.00928604,-0.02487021,-0.00514338,-0.05354632,0.00632790,-0.07810472,0.01056979
12/1/08,0.00933655,-0.02487021,-0.00514338,-0.04564746,0.00657493,-0.08169863,0.01817639
12/2/08,0.00933631,-0.02487021,-0.00514338,-0.03717245,0.00732916,-0.08483628,0.02533043
12/3/08,0.00928486,-0.02487021,-0.00514338,-0.02834826,0.00764288,-0.08772107,0.03208036
12/4/08,0.00928463,-0.02487021,-0.00514338,-0.01985909,0.00783673,-0.08995196,0.03875640
12/5/08,0.00928439,-0.02487021,-0.00514338,-0.01071812,0.00820427,-0.09135002,0.04470062
12/8/08,0.00933489,-0.02487021,-0.00514338,-0.00182104,0.00842773,-0.09193050,0.04996261
12/9/08,0.00933465,-0.02487021,-0.00514338,0.00655086,0.00834824,-0.09141564,0.05484516
12/10/08,0.00928321,-0.02487021,-0.00514338,0.01537590,0.00862893,-0.08973756,0.05856678
12/11/08,0.00928298,-0.02487021,-0.00514338,0.02318011,0.00849544,-0.08753477,0.06198635
12/12/08,0.00928274,-0.02487021,-0.00514338,0.03112237,0.00867742,-0.08417815,0.06447141
12/15/08,0.00933323,-0.02487021,-0.00514338,0.03812523,0.00856783,-0.08013049,0.06677747
12/16/08,0.00933300,-0.02487021,-0.00514338,0.04469505,0.00896745,-0.07497881,0.06796671
12/17/08,0.00928157,-0.02487021,-0.00514338,0.05018534,0.00882027,-0.06940294,0.06888167
12/18/08,0.00928133,-0.02487021,-0.00514338,0.05468850,0.00908100,-0.06280129,0.06896571
12/19/08,0.00928110,-0.02487021,-0.00514338,0.05848329,0.00942817,-0.05576406,0.06883355
12/22/08,0.00933158,-0.02487021,-0.00514338,0.06088122,0.00980637,-0.04804179,0.06864427
12/23/08,0.00933134,-0.02487021,-0.00514338,0.06198903,0.00977913,-0.03971645,0.06799448
12/24/08,0.00927992,-0.02487021,-0.00514338,0.06218659,0.01017264,-0.03128575,0.06776337
12/26/08,0.00927945,-0.02487021,-0.00514338,0.06143414,0.01046835,-0.02246768,0.06725911
12/29/08,0.00932992,-0.02487021,0.00000000,0.05973270,0.01098671,-0.01412725,0.06759290
12/30/08,0.00932968,-0.02487021,-0.00499388,0.05778111,0.01178114,-0.00519862,0.06788527
12/31/08,0.00927827,-0.02487021,-0.00499388,0.05529179,0.01294152,0.00288207,0.06864297
1/2/09,0.00927780,-0.01081800,-0.00499388,0.05161005,0.01372350,0.01056979,0.06989850
1/5/09,0.00932826,-0.01081800,-0.00499388,0.04710685,0.01475427,0.01817639,0.07164469
1/6/09,0.00932803,-0.01081800,-0.00499388,0.04197852,0.01543224,0.02533043,0.07313268
1/7/09,0.00927663,-0.01081800,-0.00499388,0.03550652,0.01584542,0.03208036,0.07464094
1/8/09,0.00927639,-0.01081800,-0.00499388,0.02864279,0.01606260,0.03875640,0.07635348
1/9/09,0.00927616,-0.01081800,-0.00499388,0.02144675,0.01615477,0.04470062,0.07767928
1/12/09,0.00932661,-0.01081800,-0.00499388,0.01385814,0.01600465,0.04996261,0.07941119
1/13/09,0.00932637,-0.01081800,-0.00499388,0.00668563,0.01595219,0.05484516,0.08059037
1/14/09,0.00927498,-0.01081800,-0.00499388,-0.00100043,0.01556764,0.05856678,0.08200961
1/15/09,0.00927475,-0.01081800,-0.00499388,-0.00821528,0.01527122,0.06198635,0.08303754
1/16/09,0.00927451,-0.01081800,-0.00499388,-0.01539852,0.01489611,0.06447141,0.08431527
1/20/09,0.00935029,-0.01081800,-0.00499388,-0.02238100,0.01434374,0.06677747,0.08511555
1/21/09,0.00935006,-0.01081800,-0.00499388,-0.02890088,0.01353084,0.06796671,0.08613974
1/22/09,0.00927310,-0.01081800,-0.00499388,-0.03510816,0.01267115,0.06888167,0.08678338
1/23/09,0.00927287,-0.01081800,-0.00499388,-0.04100618,0.01141455,0.06896571,0.08752801
1/26/09,0.00932330,-0.01081800,-0.00499388,-0.04661204,0.00990029,0.06883355,0.08793122
1/27/09,0.00932306,-0.01081800,-0.00499388,-0.05205926,0.00787298,0.06864427,0.08772834
1/28/09,0.00927169,-0.01081800,-0.00499388,-0.05705338,0.00558929,0.06799448,0.08730649
1/29/09,0.00927146,-0.01081800,0.00000000,-0.06210653,0.00266038,0.06776337,0.08625915
1/30/09,0.00927122,-0.01081800,-0.00629945,-0.06686725,-0.00076416,0.06725911,0.08506089
2/2/09,0.00932165,-0.01081800,-0.00629945,-0.07171291,-0.00480692,0.06759290,0.08312013
2/3/09,0.00932141,-0.01081800,-0.00629945,-0.07604361,-0.00924429,0.06788527,0.08079851
2/4/09,0.00927005,-0.01081800,-0.00629945,-0.08033737,-0.01428362,0.06864297,0.07770777
2/5/09,0.00926981,-0.01081800,-0.00629945,-0.08395873,-0.01944979,0.06989850,0.07417947
2/6/09,0.00926958,-0.01081800,-0.00629945,-0.08709211,-0.02510050,0.07164469,0.06974817
2/9/09,0.00932000,-0.01081800,-0.00629945,-0.08977129,-0.03099647,0.07313268,0.06483342
2/10/09,0.00931976,-0.01081800,-0.00629945,-0.09210004,-0.03719886,0.07464094,0.05978054
2/11/09,0.00926840,-0.01081800,-0.00629945,-0.09404924,-0.04347913,0.07635348,0.05416361
2/12/09,0.00926817,-0.01081800,-0.00629945,-0.09560133,-0.05000393,0.07767928,0.04843649
2/13/09,0.00926793,-0.01081800,-0.00629945,-0.09681262,-0.05642648,0.07941119,0.04226198
2/17/09,0.00934367,-0.01081800,-0.00629945,-0.09807962,-0.06308755,0.08059037,0.03604832
2/18/09,0.00934343,-0.01081800,-0.00629945,-0.09866711,-0.06959243,0.08200961,0.02957057
2/19/09,0.00926653,-0.01081800,-0.00629945,-0.09868489,-0.07566806,0.08303754,0.02310622
2/20/09,0.00926629,-0.01081800,-0.00629945,-0.09853353,-0.08178321,0.08431527,0.01631976
2/23/09,0.00931669,-0.01081800,-0.00629945,-0.09783719,-0.08756078,0.08511555,0.00957661
2/24/09,0.00931646,-0.01081800,-0.00629945,-0.09649495,-0.09279539,0.08613974,0.00278161
2/25/09,0.00926512,-0.01081800,-0.00629945,-0.09511809,-0.09788907,0.08678338,-0.00378340
2/26/09,0.00926489,-0.01081800,-0.00629945,-0.09315097,-0.10244390,0.08752801,-0.01013142
2/27/09,0.00926465,-0.01081800,-0.01384172,-0.09047884,-0.10638611,0.08793122,-0.01616276
3/2/09,0.00931504,-0.01081800,-0.00759008,-0.08698622,-0.10957499,0.08772834,-0.02166978
3/3/09,0.00931481,-0.01081800,-0.00759008,-0.08264329,-0.11201341,0.08730649,-0.02679364
3/4/09,0.00926348,-0.01081800,-0.00759008,-0.07728885,-0.11338006,0.08625915,-0.03141098
3/5/09,0.00926324,-0.01081800,-0.00759008,-0.07128980,-0.11397979,0.08506089,-0.03588867
3/6/09,0.00926301,-0.01081800,-0.00759008,-0.06411946,-0.11342760,0.08312013,-0.03971556
3/9/09,0.00931339,-0.01081800,-0.00759008,-0.05622709,-0.11194293,0.08079851,-0.04318110
3/10/09,0.00931316,-0.01081800,-0.00759008,-0.04728828,-0.10931090,0.07770777,-0.04567948
3/11/09,0.00926184,-0.01081800,-0.00759008,-0.03779466,-0.10571532,0.07417947,-0.04765612
3/12/09,0.00926160,-0.01081800,-0.00759008,-0.02764381,-0.10107725,0.06974817,-0.04865784
3/13/09,0.00926137,-0.01081800,-0.00759008,-0.01683473,-0.09553510,0.06483342,-0.04873490
3/16/09,0.00931174,-0.01081800,-0.00759008,-0.00554872,-0.08903789,0.05978054,-0.04797683
3/17/09,0.00931151,-0.01081800,-0.00759008,0.00630662,-0.08196918,0.05416361,-0.04630073
3/18/09,0.00926020,-0.01081800,-0.00759008,0.01830377,-0.07423388,0.04843649,-0.04391778
3/19/09,0.00925996,-0.01081800,-0.00759008,0.03058689,-0.06616731,0.04226198,-0.04056525
3/20/09,0.00925973,-0.01081800,-0.00759008,0.04279238,-0.05800579,0.03604832,-0.03646511
3/23/09,0.00931009,-0.01081800,-0.00759008,0.05520979,-0.04938605,0.02957057,-0.03165924
3/24/09,0.00923326,-0.01081800,-0.00759008,0.06718484,-0.04108807,0.02310622,-0.02643837
3/25/09,0.00923303,-0.01081800,-0.00759008,0.07862944,-0.03283329,0.01631976,-0.02067349
3/26/09,0.00923279,-0.01081800,-0.00759008,0.09023393,-0.02446780,0.00957661,-0.01456072
3/27/09,0.00923256,-0.01081800,0.00000000,0.10114194,-0.01628192,0.00278161,-0.00822958
3/30/09,0.00928291,-0.01081800,-0.00578510,0.11179823,-0.00829936,-0.00378340,-0.00182603
3/31/09,0.00923163,-0.01081800,-0.00578510,0.12206742,-0.00027470,-0.01013142,0.00446373
4/1/09,0.00923139,-0.01403625,-0.00578510,0.13165052,0.00729212,-0.01616276,0.01049945
4/2/09,0.00923116,-0.01403625,-0.00578510,0.14044211,0.01428423,-0.02166978,0.01643702
4/3/09,0.00923093,-0.01403625,-0.00578510,0.14826881,0.02078828,-0.02679364,0.02218816
4/6/09,0.00928127,-0.00325345,-0.00578510,0.15491110,0.02647464,-0.03141098,0.02766686
4/7/09,0.00922999,-0.00325345,-0.00578510,0.16044025,0.03146987,-0.03588867,0.03312604
4/8/09,0.00922976,-0.00325345,-0.00578510,0.16474921,0.03552378,-0.03971556,0.03813075
4/9/09,0.00922952,-0.00325345,-0.00578510,0.16795752,0.03879470,-0.04318110,0.04290272
4/13/09,0.00930515,-0.00325345,-0.00578510,0.16975547,0.04099012,-0.04567948,0.04686928
4/14/09,0.00930491,-0.00325345,-0.00578510,0.17040691,0.04241951,-0.04765612,0.05023238
4/15/09,0.00925364,-0.00325345,-0.00578510,0.16992785,0.04286748,-0.04865784,0.05292978
4/16/09,0.00925341,-0.00325345,-0.00578510,0.16869542,0.04279543,-0.04873490,0.05481215
4/17/09,0.00925317,-0.00325345,-0.00578510,0.16663829,0.04215532,-0.04797683,0.05618553
4/20/09,0.00930350,-0.00325345,-0.00578510,0.16367003,0.04101352,-0.04630073,0.05668729
4/21/09,0.00930327,-0.00325345,-0.00578510,0.16020597,0.03969527,-0.04391778,0.05666133
4/22/09,0.00925200,-0.00325345,-0.00578510,0.15624506,0.03822421,-0.04056525,0.05612771
4/23/09,0.00925177,-0.00325345,-0.00578510,0.15198710,0.03702813,-0.03646511,0.05528112
4/24/09,0.00925154,-0.00325345,-0.00578510,0.14734442,0.03559439,-0.03165924,0.05397770
4/27/09,0.00930186,-0.00325345,-0.00578510,0.14230955,0.03448293,-0.02643837,0.05270868
4/28/09,0.00930162,-0.00325345,0.00000000,0.13745622,0.03352610,-0.02067349,0.05146150
4/29/09,0.00925037,-0.00325345,-0.00511201,0.13233801,0.03278667,-0.01456072,0.05020836
4/30/09,0.00925013,-0.00325345,-0.00511201,0.12692708,0.03175005,-0.00822958,0.04879558
5/1/09,0.00924990,-0.00325345,-0.00511201,0.12105148,0.03086704,-0.00182603,0.04750374
5/4/09,0.00930021,-0.00325345,-0.00511201,0.11513577,0.02992536,0.00446373,0.04615190
5/5/09,0.00929998,-0.00325345,-0.00511201,0.10902569,0.02895276,0.01049945,0.04511627
5/6/09,0.00924873,-0.00325345,-0.00511201,0.10298700,0.02802538,0.01643702,0.04401606
